"gender","genderID","height","weight","shoeSize","schoolYear","studyHr","GPA","ACT","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity"
"Female","Female",67,120,7.5,"Freshman",4.5,3.4,26,1,1,75,50,7,12,52,52,7,"few",40
"Female","Female",66,125,7.5,"Freshman",2,3.1,28,2,1,100,5,6.5,9,55,65,8,"hundreds",50
"Male","Male",73,135,8,"Sophomore",3,3.6,36,0,1,0,35,7,4,47,48,7,"hundreds",30
"Female","Female",72,228,11,"Freshman",1,1.7,22,7,0,80,0,6,10,44,46,3,"one",90
"Female","Female",67,140,8,"Freshman",3.5,3.1,28,0,2,85,300,6.5,12,55,59,8,"few",2
"Male","Male",67,145,10.5,"Freshman",8,3.8,28,0,0,0,0,6.5,3,51,51,1,"none",100
"Male","Male",70,190,9.5,"Sophomore",3.5,3.2,32,0,0,100,300,8,10,50,50,3,"few",10
"Female","Female",62,120,6,"Freshman",2,3.2,25,14,2,76,69,5.5,46,51,53,4,"hundreds",0
"Female","Female",63,130,7,"Freshman",3,2.8,24,1,0,47,35,6,40,52,53,7,"one",55
"Female","Female",63,125,7,"Freshman",0.5,3.6,31,1,3,75,20,9.5,10,51,52,1,"few",90
"Male","Male",71,185,12,"Sophomore",4,3.2,18,0,0,0,90,6.5,4,54,65,2,"one",20
"Female","Female",60,110,6.5,"Junior",2.5,3.6,35,0,1,80,40,7,15,54,55,3,"few",50
"Female","Female",66,181,12,"Freshman",2,3.3,23,5,3,108,20,4.5,10,53,56,3,"one",50
"Female","Female",64,120,6.5,"Freshman",0.5,3.7,29,3,2,100,100,6,10,54,57,3,"few",95
"Male","Male",66,200,10,"Senior",2,2.7,16,1,2,102,400,7.5,6,52,55,10,"few",100
"Male","Male",65,121,10,"Freshman",1,3,25,0,1,0,150,8,6,49,49,4,"few",35
"Male","Male",70,160,10.5,"Sophomore",1,3.5,24,0,1,90,20,6,6,50,51,7,"dozens",20
"Male","Male",72,165,9,"Freshman",4,3.2,21,1,1,90,60,7.5,15,53,61,4,"dozens",10
"Male","Male",70,230,12,"Freshman",4,3.3,25,1,2,60,200,8.5,3,50,52,7,"few",20
"Male","Male",68,148,11,"Junior",2,3.8,32,0,1,110,10,7,5,41,50,4,"few",25
"Male","Male",70,157,10,"Freshman",6,3.5,30,1,1,113,100,6,7,50,59,3,"few",53
"Male","Male",71,256,13,"Sophomore",1,2.7,28,4,1,80,9,6.5,3,51,54,2,"none",50
"Male","Male",68,136,9,"Freshman",3,3.1,32,1,2,95,40,8.5,6,48,48,2,"thousands",50
"Female","Female",63,115,7,"Freshman",3,3.7,26,3,1,101,50,9,20,54,49,1,"few",70
"Female","Female",67,140,8.5,"Sophomore",3,3.6,26,6,1,90,80,7,30,49,54,7,"few",70
"Male","Male",81,128,8.5,"Senior",10,4,30,2,1,121,70,7,6,52,57,3,"hundreds",10
"Male","Male",66,145,8.5,"Freshman",10,3.6,29,9,5,95,0,5.5,7,57,60,10,"thousands",100
"Female","Female",67,224,7.5,"Freshman",1,2.5,22,9,3,60,2,6.5,12,37,39,10,"few",20
"Female","Female",66,151,8.5,"Freshman",3.5,2.2,33,0,1,90,300,7,33,51,46,4,"few",25
"Male","Male",72,180,11.5,"Junior",2,3.2,28,2,1,125,71,7.5,7,54,56,3,"few",20
"Female","Female",64,200,6,"Freshman",0,2.3,20,2,4,0,5,4,11,50,61,9,"few",9
"Female","Female",70,170,11,"Sophomore",7,3,21,4,7,80,0,7,12,56,62,6,"one",80
"Male","Male",69,165,10.5,"Sophomore",2,3,23,0,2,110,200,6,6,52,62,7,"dozens",50
"Female","Female",66,150,9.5,"Freshman",4.5,4,28,4,1,110,40,8,20,47,53,5,"dozens",2
"Male","Male",67,135,11,"Freshman",2,3.8,29,9,2,110,3,7,4,47,56,9,"dozens",90
"Female","Female",60,108,6,"Sophomore",1.5,3.1,24,1,1,0,10,5,3,42,45,2,"hundreds",100
"Female","Female",65,120,8.5,"Sophomore",2.5,3.2,27,5,5,80,18,10,8,48,51,3,"one",60
"Female","Female",63,123,7,"Freshman",2,2.5,28,2,1,65,65,6,12,48,59,7,"few",10
"Female","Female",61,110,6,"Sophomore",3,3.3,23,2,2,80,20,6,7,56,55,8,"thousands",100
"Female","Female",62,125,7,"Freshman",3,3.6,30,5,3,80,60,8,5,47,47,7,"few",50
"Male","Male",75,210,12,"Freshman",1,3.5,30,5,0,120,120,8,8,46,44,7,"few",35
"Female","Female",68,207,9,"Freshman",3,3.3,26,6,2,90,25,7,12,48,50,8,"hundreds",10
"Female","Female",66,135,7.5,"Freshman",3,3.3,22,4,0,70,2,8,13,51,56,6,"few",5
"Female","Female",67,160,9,"Freshman",2,3.5,27,2,3,80,0,7.5,15,50,58,9,"one",100
"Female","Female",62,145,7.5,"Junior",0.5,3.7,19,2,0,100,120,5,30,51,49,7,"dozens",65
"Female","Female",62,155,8,"Freshman",2,4,23,1,1,80,200,8,15,48,50,8,"few",75
"Male","Male",76,300,14,"Freshman",2,3.4,20,2,2,120,0,6,8,57,53,7,"few",25
"Female","Female",64,115,6.5,"Freshman",2.5,3,22,1,4,90,1000,6.5,6,44,46,6,"few",40
"Female","Female",64,165,8,"Freshman",3,4,29,4,0,90,100,8,30,50,54,7,"few",100
"Male","Male",74,230,11.5,"Junior",8,3.9,33,0,0,100,600,7,3,49,48,9,"one",10
"Female","Female",66,158,9.5,"Freshman",3.5,2.7,29,3,3,100,40,7,25,45,52,3,"dozens",100
"Female","Female",63,105,5,"Freshman",2,3.8,30,2,1,80,50,8,10,49,49,5,"few",100
"Male","Male",75,180,11,"Freshman",3,3.1,23,3,1,125,7,8,10,49,50,1,"millions",50
"Female","Female",64,140,7,"Freshman",3,3.2,31,0,2,85,7,7.5,17,52,58,3,"millions",100
"Female","Female",63,150,5,"Freshman",3,3.5,21,2,1,80,120,10,15,39,43,7,"few",25
"Female","Female",62,102,6,"Freshman",5.5,4,31,0,0,0,300,7,6,45,53,7,"few",80
"Female","Female",71,160,11,"Freshman",4,3.3,33,4,2,85,30,7,7,47,49,8,"dozens",85
"Female","Female",64,130,6.5,"Freshman",4,3.1,26,0,1,50,20,7,20,46,51,6,"few",100
"Female","Female",74,190,11,"Freshman",4,3.1,23,6,3,100,10,8,25,51,52,7,"few",50
"Male","Male",67,120,10.5,"Freshman",2.5,3.5,21,20,2,90,60,5,2,57,65,9,"dozens",10
"Female","Female",64,100,6.5,"Junior",4,3.5,24,3,0,0,1000,7,30,46,46,7,"few",5
"Female","Female",58,130,4,"Freshman",3,1,20,3,2,40,13,5,21,45,48,5,"one",25
"Female","Female",66,155,11,"Freshman",0.5,3.3,25,2,4,30,1,7,9,51,54,7,"one",80
"Male","Male",69,150,10.5,"Senior",2,3,29,2,1,100,20,7,4,46,47,4,"few",100
"Male","Male",68,177,12,"Sophomore",2,2.2,20,6,3,108,2,6.5,15,46,48,4,"millions",100
"Female","Female",61,111,7,"Freshman",4,2.7,27,4,1,101,800,7,14,50,55,7,"one",10
"Male","Male",71,137,10.5,"Freshman",1,3.5,27,5,1,120,10,6,5,52,50,7,"dozens",50
"Male","Male",70,165,9.5,"Freshman",2.5,2.5,21,0,5,54,45,6,10,41,45,8,"one",50
"Female","Female",63,185,7,"Freshman",3,2.5,24,7,3,85,18,9,10,36,35,2,"few",10
"Male","Male",75,210,13,"Freshman",2,3.4,29,1,3,75,100,8,5,45,46,5,"dozens",50
"Female","Female",61,105,7.5,"Sophomore",10,3.5,27,3,1,120,10,4,39,56,57,7,"few",80
"Female","Female",61,146,6.5,"Freshman",4,3.3,23,10,7,95,0,7,16,39,39,6,"few",50
"Female","Female",62,115,8,"Senior",6,2.9,25,2,1,120,57,5,50,39,40,4,"one",10
"Female","Female",63,115,6,"Freshman",1,1.8,22,0,2,0,1,8,20,44,39,3,"one",100
"Male","Male",70,156,10,"Freshman",3.5,3.8,30,11,2,105,5,7.5,5,53,61,4,"millions",0
"Female","Female",61,125,8,"Sophomore",2,3.6,27,5,1,58,0,7,6,39,51,2,"few",80
"Male","Male",70,160,8.5,"Freshman",2.5,3.1,30,1,2,130,80,9.5,6,50,52,7,"thousands",0
"Male","Female",74,143,10,"Sophomore",1,3.5,28,3,2,110,300,9,8,48,47,8,"one",90
"Male","Male",75,255,12,"Freshman",2,3.6,29,1,1,85,120,8,3,51,51,2,"dozens",80
"Female","Female",61,117,8,"Junior",4,3.6,28,4,2,80,0,7.5,10,50,38,4,"thousands",80
"Male","Male",72,145,12,"Freshman",0.5,2.5,26,1,2,125,0,5,15,47,47,7,"few",40
"Male","Male",73,150,12,"Freshman",3.5,3.9,31,3,1,100,120,8,10,51,51,3,"one",75
"Male","Male",72,155,10,"Sophomore",3,3.5,32,0,1,110,5,7.5,9,46,56,4,"none",26
"Male","Male",72,182,11,"Freshman",1,3.5,31,7,1,90,95,6,4,48,50,7,"dozens",50
"Female","Female",63,115,7.5,"Sophomore",2.5,3,34,0,0,90,0,7.5,20,45,46,5,"few",75
"Female","Female",60,115,5,"Freshman",4,3,22,1,1,50,30,8.5,8,44,42,5,"few",75
"Male","Male",71,230,12,"Freshman",4,3.7,23,10,8,75,200,6.5,3,43,45,7,"few",100
"Female","Female",63,124,8.5,"Freshman",6,3.6,28,0,1,85,27,7,10,55,64,6,"few",90
"Female","Female",61,118,6.5,"Freshman",2,3.5,25,1,1,0,0,8,15,41,45,8,"few",50
"Female","Female",62,155,7.5,"Junior",2,3,24,0,1,110,54,9,16,51,53,6,"few",15
"Female","Female",66,155,7.5,"Freshman",4,1.7,20,2,12,96,17,6.5,9,50,43,4,"thousands",100
"Male","Male",78,122,9,"Sophomore",2,2.5,21,3,2,80,70,5.5,5,37,43,7,"one",10
"Male","Male",75,175,11.5,"Sophomore",1.5,2.2,20,5,3,110,20,6.5,6,60,61,3,"one",20
"Male","Male",71,160,10.5,"Freshman",4,3.1,32,1,1,80,7,7,10,41,50,4,"few",100
"Female","Female",67,168,8.5,"Freshman",2,3.6,27,0,2,108,200,9,27,56,56,4,"few",55
"Female","Female",64,120,7.5,"Sophomore",2,3.1,26,3,1,100,12,7.5,19,53,52,2,"hundreds",100
"Male","Male",65,200,8.5,"Junior",3.5,3.5,25,0,0,100,0,8.5,7,43,46,5,"few",80
"Female","Female",62,125,7.5,"Freshman",2,1.7,28,5,6,0,0,7.5,5,39,40,4,"dozens",90
"Male","Male",64,145,9,"Sophomore",3,3.3,28,1,2,88,7,4.5,5,37,40,2,"none",70
"Male","Male",72,180,11.5,"Freshman",0,2.5,31,2,1,105,200,8.5,8,55,59,10,"few",100
"Female","Female",62,115,7.5,"Freshman",7,3.6,25,2,4,85,100,8,15,58,56,7,"few",100
"Male","Male",72,90,11,"Freshman",4,3.3,23,0,1,0,0,7,5,58,61,6,"none",30
"Male","Male",71,170,11.5,"Freshman",2.5,2.6,28,2,1,85,0,7.5,3,47,47,4,"dozens",100
"Male","Male",69,155,11,"Freshman",1,3.9,30,4,0,105,0,6,3,50,49,3,"millions",10
"Female","Female",69,200,10,"Freshman",2,2.6,21,2,2,100,5,5.5,9,52,48,5,"few",50
"Male","Male",73,85,11.5,"Senior",2,3.2,34,0,1,88,18,7,7,53,54,1,"one",16
"Female","Female",66,100,6.5,"Freshman",3.5,3.1,27,0,0,0,100,6,14,45,47,7,"few",6
"Male","Male",71,180,9.5,"Junior",1,3.3,32,1,6,130,120,6,5,60,62,9,"millions",20
"Female","Female",64,115,7.5,"Junior",0.5,3.6,27,1,1,20,34,5,15,54,55,9,"few",100
"Female","Female",64,138,7,"Freshman",3,3.8,28,3,1,78,20,8,10,53,56,1,"few",10
"Male","Male",72,205,12,"Sophomore",5,2.9,30,1,1,122,58,7,7,57,59,5,"hundreds",100
"Female","Female",62,128,6.5,"Freshman",1.5,3.9,33,8,2,102,1,6,40,47,47,4,"few",100
"Male","Male",72,180,10.5,"Freshman",2,2.4,34,0,2,110,0,7,7,50,51,9,"thousands",100
"Male","Male",71,175,10.5,"Freshman",3,2.5,24,5,3,100,15,8,7,44,46,6,"few",11
"Male","Male",74,200,12,"Freshman",2.5,1.8,28,4,0,100,85,9,4,52,54,5,"few",40
"Female","Female",67,145,9,"Freshman",3.5,3.6,24,2,2,90,900,7.5,15,51,52,7,"dozens",35
"Female","Female",65,140,9,"Freshman",2,3.9,30,2,1,90,5,8,20,50,51,9,"one",40
"Female","Female",62,111,8,"Junior",5,3.9,23,0,0,0,0,7.5,14,48,51,6,"few",58
"Female","Female",62,110,6.5,"Freshman",4,3.9,30,0,0,0,20,10,5,45,47,5,"few",50
"Female","Female",63,130,7,"Sophomore",2,3.4,22,3,1,95,30,7,13,52,61,4,"one",15
"Female","Female",63,115,7.5,"Freshman",3,2.6,29,2,2,60,50,6.5,5,47,56,6,"few",90
"Female","Female",64,110,5.5,"Freshman",2,3.9,31,0,0,0,0,8,12,43,48,2,"few",40
"Female","Female",63,113,6.5,"Freshman",2,2.2,25,4,2,85,15,8,20,44,45,4,"few",50
"Female","Female",62,135,7.5,"Freshman",0.5,3.4,29,6,3,100,20,5,20,55,60,9,"few",25
"Female","Female",64,130,8.5,"Freshman",3,3.4,25,2,4,115,80,7,12,52,53,8,"few",40
"Female","Female",72,175,10.5,"Freshman",1.5,2.9,24,2,3,95,3,9,24,49,49,7,"one",100
"Female","Female",62,150,8.5,"Freshman",3.5,2.9,22,0,2,60,23,6,8,45,47,4,"few",95
"Male","Male",70,172,9.5,"Sophomore",1,2.7,31,3,2,93,27,8,1,56,61,10,"few",20
"Male","Male",68,235,10.5,"Senior",10,2.6,22,3,1,112,120,8.5,4,51,50,7,"dozens",0
"Male","Male",62,120,7,"Freshman",3,3.9,30,1,2,0,100,6,2,60,49,7,"few",60
"Male","Male",73,190,11,"Sophomore",5,3.4,35,1,2,89,0,7,10,51,53,6,"few",100
"Male","Male",67,154,7.5,"Freshman",2,3.9,32,3,0,100,100,7,4,40,65,3,"one",30
"Female","Female",62,125,7,"Freshman",2.5,3.5,28,4,3,90,150,8,25,59,61,5,"few",50
"Female","Female",66,114,6.5,"Freshman",3.5,3.6,31,2,2,0,54,9,10,53,55,8,"few",99
"Female","Female",63,130,7.5,"Sophomore",1.5,3.1,27,1,1,95,25,8,30,53,54,10,"millions",50
"Female","Female",62,130,7,"Sophomore",2,3.5,26,7,1,80,50,7,33,65,65,5,"few",70
"Female","Female",64,140,8.5,"Freshman",0.5,3.8,22,4,4,90,105,8,20,39,38,5,"one",100
"Male","Male",68,120,9,"Freshman",3,3.3,30,0,2,65,5,6,11,55,45,5,"few",30
"Female","Female",63,135,6.5,"Freshman",4.5,3.5,21,0,1,75,120,6.5,14,52,54,4,"few",50
"Female","Female",64,140,7,"Junior",10,3.1,21,1,0,70,40,6,15,51,59,4,"few",40
"Female","Female",67,130,8,"Freshman",3,3.9,25,3,2,95,5,8.5,20,53,52,4,"few",65
"Female","Female",60,125,5,"Sophomore",3,3.9,26,3,1,105,0,7,40,47,55,6,"few",50
"Female","Female",63,115,6.5,"Freshman",4,3.5,25,1,1,80,100,6,30,50,58,4,"few",75
"Female","Female",61,100,7,"Freshman",3.5,3.1,24,0,2,0,102,7,11,52,55,5,"one",50
"Male","Male",68,132,11,"Freshman",3,3.8,32,0,1,115,75,7,6,50,49,8,"one",50
"Female","Female",65,90,6.5,"Freshman",2,3,30,0,1,0,0,6.5,13,49,50,9,"few",2
"Female","Female",64,112,8.5,"Freshman",3,3,26,9,5,70,85,7,10,52,61,8,"few",95
"Male","Male",70,160,9,"Sophomore",2,3.6,29,0,6,100,50,7,5,48,51,7,"thousands",80
"Female","Female",64,113,7.5,"Freshman",3,3.9,30,6,1,85,2,7.5,13,54,46,9,"few",80
"Female","Female",60,125,7,"Freshman",2,3.2,24,2,3,65,4,6,8,49,53,7,"one",5
"Male","Male",70,201,10,"Sophomore",2,2.5,26,1,2,50,200,7,5,35,39,7,"few",75
"Female","Female",62,140,8.5,"Freshman",3.5,3.4,27,2,2,90,105,6,6,43,45,8,"hundreds",80
"Male","Male",70,140,10.5,"Sophomore",2,3.1,26,0,1,80,130,8,9,51,57,3,"few",75
"Female","Female",56,130,4,"Freshman",2,2,21,0,5,0,20,6,4,40,40,6,"none",75
"Female","Female",61,99,5,"Freshman",3,3.6,31,0,0,44,15,7,10,47,50,6,"few",60
"Female","Female",61,112,5.5,"Sophomore",3.5,2.7,25,1,4,80,20,6,20,37,38,6,"one",75
"Female","Female",72,180,10,"Freshman",4.5,3.2,30,2,1,110,25,6,5,52,51,2,"few",50
"Female","Female",66,150,9.5,"Freshman",2,3,27,1,3,90,60,5,100,45,47,2,"few",100
"Male","Male",68,134,12,"Freshman",3.5,3.5,30,0,1,82,60,8.5,4,52,56,4,"dozens",100
"Male","Male",69,155,9,"Freshman",1.5,3.8,28,0,1,120,30,6,5,46,47,7,"one",75
"Female","Female",67,135,8.5,"Freshman",4,2.7,19,1,1,90,0,7,15,53,55,7,"few",100
"Male","Male",71,140,10.5,"Freshman",2,3.5,28,5,1,118,120,7,7,40,45,3,"few",50
"Female","Female",64,125,7.5,"Freshman",2.5,3.3,25,2,2,95,15,8.5,7,46,44,4,"few",50
"Male","Male",72,220,12,"Freshman",1.5,3.4,30,5,1,102,200,7.5,4,55,51,9,"few",35
"Female","Female",62,135,8,"Freshman",4.5,2.8,21,3,3,30,0,7.5,7,43,44,7,"one",80
"Female","Female",63,110,5,"Freshman",4,3.6,31,1,1,0,20,8,10,43,50,9,"one",90
"Male","Male",72,161,13,"Sophomore",2,2.7,24,0,2,120,13,5.5,3,47,49,7,"thousands",20
"Male","Male",73,155,12,"Freshman",2,3,31,2,1,95,25,8,3,56,65,7,"hundreds",100
"Female","Female",68,155,7.5,"Freshman",4.5,3.5,26,1,1,45,200,9,7,44,56,7,"few",57
"Female","Female",59,110,5,"Freshman",2.5,2.5,25,4,2,100,0,7,18,40,41,8,"thousands",22
"Male","Male",69,240,10.5,"Sophomore",1.5,2.5,26,6,3,109,50,7,4,62,64,7,"hundreds",90
"Male","Male",72,153,12.5,"Sophomore",2.5,3.6,31,3,3,95,58,7.5,5,55,65,4,"few",100
"Female","Female",69,171,9,"Freshman",4,2.9,29,0,2,100,15,5.5,20,47,58,6,"millions",80
"Male","Male",68,167,10.5,"Junior",8,3.4,26,0,2,0,5,7,5,61,65,6,"few",50
"Female","Female",62,138,8,"Freshman",2.5,3.5,26,1,2,60,20,7,20,39,46,8,"few",65
"Female","Female",64,110,7.5,"Freshman",4,3.4,32,0,0,0,200,6,6,46,47,2,"few",50
"Female","Female",69,125,9,"Freshman",2,3.7,34,0,0,0,1000,6.5,30,44,46,7,"thousands",50
"Male","Male",72,160,12,"Freshman",1,2.9,26,2,1,67,0,8,6,51,55,1,"few",95
"Female","Female",65,128,8.5,"Sophomore",4,2.8,28,0,1,97,600,7,5,48,54,4,"few",10
"Female","Female",63,110,7,"Freshman",2,3.3,32,4,1,90,50,7,10,53,54,4,"few",90
"Male","Male",70,185,11,"Freshman",5,2.5,20,2,3,100,9,7,9,49,53,7,"one",50
"Female","Female",67,140,10,"Freshman",3,2.8,29,4,1,75,0,8,8,55,59,8,"few",50
"Female","Female",66,150,9,"Freshman",2,3.1,24,0,4,80,0,7,30,57,56,6,"few",90
"Male","Male",67,150,8.5,"Freshman",3,3.3,29,2,1,110,31,6.5,9,53,48,8,"hundreds",90
"Male","Male",69,151,11,"Freshman",4,2.6,28,1,0,120,38,7,9,48,48,3,"few",10
"Female","Female",61,115,5,"Freshman",2,1.9,21,0,6,40,0,5,6,42,44,4,"one",70
"Female","Female",67,280,9.5,"Sophomore",1,2.9,22,0,4,0,29,8,4,44,35,6,"one",50
"Male","Male",66,120,10,"Sophomore",1,3.2,28,1,1,0,20,5,20,51,55,7,"few",50
"Male","Male",68,133,8.5,"Freshman",1,3,26,0,2,45,200,7,10,42,42,9,"dozens",50
"Female","Female",63,120,7,"Freshman",1.5,3.6,31,1,0,0,0,7.5,9,48,47,3,"few",20
"Male","Male",66,170,12,"Freshman",1.5,3.4,20,3,3,80,40,9,6,45,46,1,"hundreds",50
"Male","Male",66,159,9.5,"Freshman",4,3.1,32,1,0,85,200,7.5,5,62,64,2,"one",30
"Female","Female",62,160,7.5,"Freshman",4,3.9,29,5,1,40,50,8,15,47,47,10,"few",70
"Female","Female",65,272,10,"Freshman",3,3.4,23,2,4,85,300,7,12,47,45,3,"few",15
"Female","Female",67,132,9.5,"Freshman",2,3.4,26,3,1,90,28,8,25,50,50,7,"few",50
"Female","Female",70,156,10,"Freshman",1,3.6,27,6,1,101,105,7,19,51,58,6,"one",80
"Female","Female",62,105,7.5,"Freshman",2,3.5,28,6,0,85,21,7,25,49,52,8,"few",99
"Male","Male",64,105,7.5,"Freshman",3,2.9,23,10,2,0,70,8,15,49,47,3,"few",100
"Male","Male",70,152,11,"Freshman",2,2.8,23,1,2,80,6,8,9,52,52,5,"millions",20
"Female","Female",65,130,8,"Freshman",3,3.5,25,1,1,100,20,5,6,53,57,10,"one",75
"Female","Female",62,122,8,"Freshman",4.5,3.6,30,9,3,110,10,8,20,53,53,7,"few",75
"Male","Male",72,200,11.5,"Freshman",0.5,3,27,5,3,120,300,6,30,41,42,5,"few",50
"Female","Female",67,128,7,"Freshman",2,3.8,25,3,1,85,75,6,25,50,55,5,"few",80
"Female","Female",60,105,7.5,"Freshman",6,3,26,6,8,0,8,5.5,8,45,45,7,"few",70
"Male","Male",66,130,9,"Freshman",2,3.6,25,1,2,100,1000,7,6,45,46,5,"one",10
"Female","Female",62,120,7,"Freshman",1.5,3.3,21,0,2,95,0,6.5,25,39,40,3,"one",90
"Female","Female",61,107,6,"Freshman",2,3.2,26,6,1,110,10,8,40,52,56,2,"few",60
"Female","Female",63,140,6,"Freshman",5,3.1,30,0,3,65,22,7,15,45,54,7,"few",90
"Female","Female",61,120,7,"Junior",2.5,2.5,24,1,3,103,61,5,11,44,47,4,"few",75
"Female","Female",61,130,7.5,"Freshman",1.5,2.5,25,3,2,90,0,5.5,15,42,41,8,"few",75
"Female","Female",67,163,8.5,"Freshman",4,3.2,31,2,4,100,0,8.5,20,52,53,4,"few",70
"Male","Male",74,217,12.5,"Freshman",4,2.5,29,4,0,139,3,7,18,39,40,7,"millions",0
"Female","Female",63,112,7.5,"Junior",3,3.4,27,2,1,90,0,6,17,48,50,7,"hundreds",100
"Male","Male",70,165,9.5,"Freshman",2,3.8,30,0,0,0,130,5,13,47,55,3,"few",3
"Female","Female",65,132,7,"Freshman",10,4,30,0,1,0,25,7.5,11,45,46,2,"few",50
"Female","Female",68,140,8,"Freshman",1.5,2.7,27,1,4,65,120,5.5,12,55,52,3,"few",99
"Female","Female",69,130,10.5,"Freshman",5,3.7,29,3,1,80,50,8,20,41,48,4,"one",85
"Female","Female",68,135,9.5,"Freshman",1,3.5,25,1,4,97,100,9.5,12,49,57,2,"few",30
"Male","Male",69,180,11,"Freshman",2,3.4,27,0,3,90,24,7,10,50,50,1,"dozens",50
"Female","Female",64,140,8,"Freshman",1,3.5,24,3,3,90,30,9,50,53,56,5,"one",80
"Male","Male",76,190,15,"Freshman",7,3.7,27,2,1,100,20,7,5,48,49,7,"dozens",60
"Female","Female",59,120,6.5,"Freshman",2,2.8,26,3,2,85,0,7,15,57,56,5,"few",30
"Female","Female",63,122,8,"Freshman",2,3.5,25,0,2,106,101,6,11,49,49,3,"few",20
"Male","Male",67,135,9.5,"Freshman",1,3.4,25,0,2,100,8,8,7,58,62,6,"dozens",60
"Female","Female",67,120,6,"Freshman",3,3.5,33,2,1,140,130,8,10,51,53,5,"few",75
"Female","Female",68,160,8,"Freshman",2,3.2,25,1,1,122,0,7,31,44,43,7,"few",50
"Female","Female",66,120,7.5,"Sophomore",1.5,3.5,30,5,1,80,10,7.5,14,49,53,1,"millions",100
"Female","Female",68,112,7.5,"Senior",3,3.5,27,1,2,0,21,6,15,48,44,2,"hundreds",90
"Female","Female",68,130,8,"Freshman",4,3.3,23,4,3,100,0,9,15,50,53,8,"few",80
"Female","Female",66,140,9.5,"Freshman",4,2.7,29,0,2,85,60,7.5,30,44,48,8,"few",80
"Female","Female",64,160,8,"Senior",3,3.3,27,2,1,104,0,8,7,56,57,10,"few",70
"Male","Male",75,220,13,"Freshman",3,3,28,2,1,100,100,7,6,49,49,3,"few",25
"Female","Female",64,115,7,"Freshman",3,3.3,24,2,2,105,90,6,15,44,51,6,"few",95
"Female","Female",61,110,8,"Sophomore",1.5,3,26,2,2,100,0,6.5,100,53,56,4,"hundreds",100
"Female","Female",69,225,10.5,"Freshman",4.5,4,26,2,3,75,35,6,14,53,55,8,"few",50
"Female","Female",63,150,8,"Freshman",1,1,26,8,5,60,0,5,15,45,45,9,"one",75
"Male","Male",68,135,8.5,"Freshman",5,4,33,0,1,0,200,8,7,39,41,1,"one",49
"Female","Female",67,125,7,"Freshman",1,2.9,21,0,0,60,30,6,30,42,41,8,"one",100
"Female","Female",66,125,8.5,"Sophomore",3,3.5,30,3,2,100,0,7,24,47,49,8,"few",90
"Female","Female",65,110,7.5,"Sophomore",0.5,3.2,19,1,5,65,13,5.5,10,54,55,4,"few",28
"Female","Female",62,170,7.5,"Sophomore",1,3.4,22,1,1,115,35,9,20,52,54,6,"one",50
"Female","Female",66,130,8.5,"Freshman",2,3.6,27,2,2,90,12,7.5,30,45,46,6,"hundreds",75
"Female","Female",63,120,8,"Junior",1,2.9,25,3,2,100,60,5,45,60,57,8,"few",99
"Female","Female",62,118,8.5,"Sophomore",9,3.5,28,0,3,95,0,7,25,50,51,2,"few",100
"Female","Female",60,104,5,"Freshman",3,2.4,24,0,2,110,400,6,15,42,48,9,"few",80
"Female","Female",61,165,6,"Junior",3,3,22,7,2,110,3,6,10,52,62,3,"hundreds",85
"Female","Female",67,120,8,"Freshman",3,3.9,28,0,2,85,105,7,15,55,55,6,"few",20
"Male","Male",69,150,10.5,"Freshman",3,3.9,29,1,1,100,200,10,7,43,46,7,"few",10
"Female","Female",63,130,7,"Freshman",2,3.8,34,1,3,0,100,5,10,48,46,9,"dozens",50
"Female","Female",63,130,8,"Freshman",0.5,3.8,30,0,2,110,30,6.5,13,51,57,4,"hundreds",70
"Female","Female",62,144,9,"Freshman",4,3.2,21,15,1,80,30,8,10,45,44,5,"few",50
"Female","Female",63,160,7,"Freshman",1,3.5,23,5,2,60,60,8,10,54,58,6,"few",50
"Male","Male",69,185,11,"Freshman",3.5,3.9,32,0,0,110,20,7,4,54,50,4,"hundreds",90
"Female","Female",63,110,6.5,"Freshman",3,2.4,23,0,0,60,100,6,17,43,46,7,"few",30
"Female","Female",65,140,9,"Freshman",3,2.3,29,0,2,110,5,6,8,47,54,5,"one",50
"Male","Male",67,160,9,"Senior",0.5,3.2,23,0,2,85,130,7.5,5,55,56,8,"few",20
"Female","Female",69,143,9,"Freshman",4.5,3.9,26,5,1,50,55,8,14,50,50,3,"dozens",71
"Female","Female",65,138,7,"Freshman",2,3.3,28,1,2,60,10,6,25,38,40,3,"one",60
"Male","Male",73,118,9.5,"Freshman",4,2.8,31,1,0,0,0,7,4,46,47,5,"one",2
"Male","Male",73,155,9,"Sophomore",9,3,31,0,0,40,0,7.5,15,43,46,6,"few",5
"Female","Female",65,240,8.5,"Freshman",2,2.5,21,1,3,80,24,7.5,15,41,40,6,"hundreds",80
"Female","Female",64,167,8.5,"Freshman",4,3.9,23,1,2,80,50,8,10,55,53,7,"few",20
"Male","Male",74,195,11.5,"Junior",1.5,2.7,19,4,3,112,300,7,8,52,53,1,"one",50
"Female","Female",65,123,7,"Freshman",2.5,3.3,22,5,2,0,120,6.5,9,48,53,3,"one",45
"Female","Female",69,170,10,"Freshman",2,3,27,3,1,100,500,7,25,52,56,3,"one",100
