"gender","genderID","height","weight","shoeSize","schoolYear","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity"
"female","female",70,160,10,"Freshman",1,0,100,13,7,18,42,49,8,"few",68
"female","female",66,138,8,"Freshman",4,1,0,20,9,20,51,55,7,"dozens",60
"female","female",68,147,8.5,"Sophomore",1,1,80,10,7,25,50,47,10,"dozens",50
"male","male",66,145,9,"Sophomore",0,1,110,15,6.5,12,56,65,9,"few",5
"female","female",65,110,8,"Freshman",0,2,90,5,5.5,20,50,46,7,"few",50
"male","male",73,157,9.5,"Freshman",5,3,100,20,8.5,7,49,48,7,"one",90
"female","female",69,158,9,"Freshman",0,2,110,17,7,16,53,53,4,"few",90
"male","male",72,165,12,"Sophomore",3,2,102,2,6.5,5,45,46,5,"hundreds",50
"female","female",69,150,9.5,"Freshman",8,3,95,20,8,15,55,54,4,"few",80
"female","female",66,145,9.5,"Freshman",3,2,80,6,7.5,20,45,46,8,"few",95
"male","male",67,192,10,"Junior",2,2,60,0,8,2,50,51,7,"few",60
"male","male",67,150,9,"Junior",1,2,120,25,7,10,45,46,8,"millions",25
"male","male",70,180,11,"Freshman",1,2,92,21,8.5,12,45,47,5,"one",21
"male","male",71,180,10.5,"Freshman",1,1,120,20,9.5,6,49,49,8,"few",75
"female","female",63,167,7,"Sophomore",3,1,110,100,7,25,46,47,7,"few",60
"male","male",72,175,10.5,"Freshman",1,4,85,15,9,5,55,58,5,"few",5
"female","female",64,133,8.5,"Freshman",3,3,80,10,8,10,46,45,10,"few",60
"male","male",72,210,13,"Freshman",0,2,170,0,4,10,48,51,7,"one",30
"female","female",65,120,7,"Freshman",11,3,85,0,6,11,55,56,2,"none",13
"female","female",64,120,7,"Freshman",1,1,90,60,8,25,52,51,6,"one",75
"male","male",71,160,12,"Freshman",6,2,100,0,7,2,55,62,6,"millions",90
"female","female",66,127,7,"Freshman",0,1,110,60,7,10,48,50,4,"hundreds",100
"female","female",68,138,7.5,"Sophomore",0,1,86,140,7.5,23,55,56,7,"few",85
"female","female",63,135,7.5,"Freshman",9,2,100,4,7,15,44,44,7,"dozens",75
"male","male",65,115,7.5,"Freshman",3,2,70,300,8,2,45,45,1,"thousands",15
"female","female",62,170,9.5,"Freshman",1,2,85,0,10,25,46,49,10,"hundreds",40
"female","female",65,120,8.5,"Freshman",3,0,102,26,6.5,20,52,50,8,"hundreds",4
"female","female",65,155,10.5,"Freshman",4,3,105,105,8,35,54,59,8,"one",30
"male","male",69,174,11.5,"Sophomore",6,1,115,90,7,4,48,53,4,"thousands",60
"female","female",69,200,10,"Freshman",1,2,80,10,7,15,49,50,9,"dozens",70
"female","female",64,137,7.5,"Freshman",4,1,100,40,8,35,52,51,9,"few",75
"female","female",74,105,6.5,"Freshman",1,1,0,30,8,10,46,45,7,"few",20
"female","female",65,145,9,"Freshman",0,0,85,33,6.5,20,48,48,8,"few",100
"female","female",67,135,9,"Freshman",0,0,0,20,7.5,6,45,49,6,"few",60
"male","male",72,200,13,"Freshman",0,1,123,14,7,8,50,53,4,"few",100
"female","female",60,105,6,"Freshman",1,1,90,65,9,15,50,45,3,"dozens",25
"female","female",70,118,9,"Freshman",3,8,110,5,5,20,52,55,8,"few",99
"female","female",66,128,7,"Senior",2,1,100,18,8,6,53,58,6,"few",100
"male","male",70,170,10.5,"Freshman",2,2,178,10,6,10,49,51,5,"few",5
"female","female",63,100,6,"Freshman",0,0,0,68,7,8,51,52,3,"one",5
"male","male",71,165,10,"Junior",0,2,105,64,7,15,55,55,1,"one",75
"male","male",62,170,8,"Freshman",3,3,80,40,6.5,5,37,38,9,"one",50
"female","female",64,120,7.5,"Freshman",4,2,85,30,7,7,49,58,6,"few",40
"female","female",69,134,8.5,"Freshman",1,1,80,12,8,20,52,54,5,"few",25
"female","female",66,150,8.5,"Freshman",10,1,75,32,8.5,33,53,54,3,"few",20
"female","female",64,105,6,"Freshman",2,2,90,10,8,16,55,54,1,"one",20
"male","male",72,165,12,"Freshman",0,1,70,20,6,10,53,55,8,"one",20
"male","male",83,220,13,"Freshman",1,1,72,110,7,8,50,50,4,"millions",20
"female","female",68,147,9,"Senior",5,2,95,3,6,8,48,48,7,"one",90
"male","male",71,185,13,"Junior",2,0,115,60,7,15,46,49,7,"few",75
"female","female",66,150,8,"Sophomore",1,0,85,35,6,5,48,50,7,"one",10
"male","male",69,160,10,"Sophomore",2,2,110,20,7,4,45,46,5,"thousands",50
"male","male",68,157,10,"Freshman",3,1,100,28,6,5,50,58,6,"few",100
"male","male",75,187,13.5,"Freshman",0,1,90,1000,6.5,5,49,59,7,"dozens",10
"female","female",65,217,9,"Sophomore",12,4,90,40,6,12,42,54,7,"one",100
"male","male",70,190,12.5,"Freshman",0,2,69,60,5,5,50,50,9,"thousands",10
"female","female",70,140,10,"Freshman",2,1,115,81,8.5,30,54,53,3,"few",25
"female","female",60,93,6,"Freshman",1,2,60,50,6,4,45,50,4,"hundreds",50
"female","female",62,111,6,"Freshman",0,0,63,7,8,11,45,47,1,"one",68
"male","male",70,170,10.5,"Freshman",2,0,85,79,7,12,58,52,6,"few",75
"male","male",63,145,8,"Sophomore",0,2,20,18,6.5,8,40,41,5,"hundreds",90
"female","female",65,130,8,"Freshman",3,3,90,33,9,15,47,45,8,"thousands",25
"female","female",63,130,8,"Freshman",0,1,120,3,7,13,51,55,4,"hundreds",40
"female","female",63,175,7,"Freshman",2,0,80,2,7,15,47,63,6,"one",50
"female","female",62,160,8,"Junior",0,10,130,27,4.5,60,40,37,3,"one",75
"male","male",71,186,12,"Freshman",0,1,84,300,7,3,48,48,9,"dozens",5
"female","female",62,110,6.5,"Freshman",1,2,90,20,8,20,52,56,4,"few",8
"female","female",65,92,6.5,"Freshman",0,0,0,400,7,20,45,47,4,"few",40
"female","female",60,131,6,"Sophomore",3,6,100,0,5.5,10,53,57,6,"hundreds",100
"female","female",66,137,8,"Freshman",5,0,80,17,6,9,47,46,7,"one",30
"female","female",65,112,8.5,"Sophomore",4,0,102,69,8,15,55,58,6,"thousands",85
"male","male",74,140,10.5,"Freshman",1,4,105,50,9,6,50,53,7,"one",5
"female","female",66,125,8,"Freshman",17,3,0,20,7.5,9,39,40,3,"few",100
"male","male",70,180,11,"Freshman",1,3,110,20,7,15,47,50,5,"few",100
"male","male",70,150,9,"Freshman",10,1,110,0,6.5,15,37,40,3,"few",50
"male","male",76,260,14,"Junior",7,2,105,110,6,2,50,54,8,"dozens",15
"female","female",65,190,10,"Freshman",1,0,90,0,8,20,53,54,5,"few",60
"male","male",70,200,12.5,"Freshman",0,1,100,35,7,8,53,58,4,"few",50
"female","female",62,190,7,"Freshman",1,2,80,0,7.5,10,51,60,7,"few",30
"female","female",64,127,8,"Freshman",8,4,100,80,6,40,53,52,7,"one",30
"female","female",62,111,6.5,"Freshman",2,0,0,130,7.5,7,48,48,7,"one",4
"female","female",70,140,10,"Sophomore",3,2,85,50,7,14,46,47,7,"few",95
"male","male",70,170,9.5,"Freshman",20,0,81,1000,7,10,43,46,8,"dozens",30
"male","male",72,154,10.5,"Freshman",3,0,120,40,7.5,35,47,47,1,"millions",10
"female","female",68,120,9,"Freshman",15,3,100,120,7,15,43,47,8,"few",40
"female","female",67,120,8,"Freshman",2,0,85,7,8,17,50,52,7,"few",25
"female","female",63,120,7,"Freshman",30,1,85,15,7.5,14,45,46,4,"one",100
"female","female",63,145,8.5,"Freshman",7,3,110,400,8,10,51,52,3,"few",100
"female","female",62,160,8.5,"Freshman",0,1,60,35,7,6,43,49,5,"few",70
"male","male",68,180,9.5,"Sophomore",0,1,100,50,8,10,42,42,4,"few",30
"female","female",68,135,8,"Freshman",1,1,80,10,9,20,50,53,7,"few",100
"female","female",60,125,5,"Senior",2,1,0,23,6,45,58,56,9,"few",60
"female","female",63,120,7.5,"Freshman",1,1,86,5,7,9,47,45,6,"few",35
"female","female",62,135,7.5,"Freshman",6,1,90,0,4,16,49,48,4,"few",20
"female","female",67,150,9,"Sophomore",3,2,95,7,7.5,13,48,49,2,"one",85
"female","female",69,135,9,"Freshman",2,1,76,20,7,8,44,45,7,"few",50
"male","male",68,225,11.5,"Sophomore",0,2,100,200,7,12,51,50,7,"one",4
"male","male",66,192,12,"Freshman",3,5,0,16,7,9,65,65,8,"one",100
"male","male",73,173,10.5,"Freshman",1,3,116,42,7.5,7,47,57,4,"few",100
"male","male",68,140,9.5,"Freshman",0,2,85,200,7,3,45,50,4,"few",40
"female","female",63,168,7.5,"Freshman",2,2,100,21,6,40,38,39,7,"few",92
"female","female",64,100,6.5,"Freshman",8,1,0,15,8.5,6,45,55,7,"few",100
"female","female",65,140,10,"Freshman",3,1,90,10,7,15,53,54,7,"few",80
"female","female",64,104,6,"Freshman",1,0,0,3,6,6,42,46,2,"few",100
"female","female",63,150,8,"Freshman",1,1,106,30,6,20,51,49,6,"few",70
"male","male",65,181,10,"Freshman",0,1,50,300,5,3,45,52,4,"none",80
"female","female",63,121,7.5,"Freshman",1,0,70,140,7,10,52,54,6,"few",50
"female","female",60,81,4,"Freshman",1,1,50,30,7.5,10,48,52,10,"few",50
"female","female",65,179,8,"Sophomore",1,2,98,25,7.5,7,50,49,8,"few",80
"female","female",62,155,7,"Freshman",0,0,80,0,7,10,52,57,7,"thousands",80
"female","female",69,147,9,"Senior",2,1,90,5,8,6,60,59,9,"few",25
"female","female",67,170,10,"Freshman",1,3,90,50,7,7,58,65,7,"few",100
"female","female",65,125,7.5,"Freshman",4,0,80,12,7,8,50,50,8,"few",80
"female","female",64,130,7,"Freshman",1,1,100,25,6.5,40,47,49,3,"few",50
"female","female",67,220,11,"Freshman",6,1,90,80,6.5,30,46,45,5,"dozens",100
"female","female",62,112,7,"Freshman",1,1,95,120,4,16,45,48,7,"few",10
"female","female",62,120,6,"Freshman",0,2,0,70,5.5,12,53,55,9,"few",99
"female","female",66,132,8,"Freshman",2,3,80,65,8,15,49,49,4,"one",75
"male","male",67,150,9,"Junior",10,2,180,100,4.5,10,65,65,8,"thousands",100
"female","female",64,125,7.5,"Freshman",2,3,90,73,9,30,53,53,8,"few",10
"female","female",63,118,7,"Freshman",2,1,55,100,7,8,46,51,10,"few",75
"female","female",66,135,7,"Freshman",1,4,35,20,8,15,60,56,7,"few",50
"male","male",70,233,10.5,"Sophomore",3,1,75,150,7,2,50,54,6,"few",0
"female","female",64,225,8.5,"Sophomore",1,2,80,30,7,10,51,50,7,"few",99
"female","female",63,110,5,"Freshman",0,1,0,80,8,8,48,54,1,"few",5
"male","male",71,128,10.5,"Senior",0,1,100,150,7.5,3,50,52,10,"none",0
"female","female",60,93,7,"Freshman",0,2,80,10,7.5,25,48,53,3,"few",35
"female","female",65,135,8.5,"Freshman",1,0,88,50,7,15,54,54,1,"few",50
"female","female",62,120,5.5,"Freshman",1,1,90,70,7,40,56,58,6,"one",100
"female","female",67,160,9.5,"Freshman",3,1,90,50,8,15,56,57,4,"hundreds",50
"female","female",66,140,8,"Freshman",2,4,88,6,5.5,35,56,56,7,"few",95
"female","female",62,163,7.5,"Sophomore",2,2,0,0,8,10,42,43,9,"one",70
"female","female",66,155,8.5,"Freshman",12,6,150,0,6,10,47,43,8,"one",90
"female","female",67,165,10,"Freshman",2,5,100,16,8,22,49,51,7,"one",30
"male","male",66,138,9.5,"Freshman",0,0,133,67,8,10,50,56,7,"few",75
"female","female",67,124,8.5,"Freshman",2,1,60,40,8,8,48,52,4,"few",70
"male","female",73,155,10,"Junior",4,2,130,33,7,10,52,53,5,"one",50
"male","male",72,210,13,"Freshman",0,2,80,400,6,8,53,56,7,"few",40
"female","female",65,142,8.5,"Sophomore",2,1,85,50,4,20,51,52,10,"one",100
"male","male",72,190,10,"Sophomore",9,2,60,8,7,3,53,53,7,"thousands",100
"male","male",73,135,8.5,"Freshman",0,1,87,50,8,2,57,58,8,"few",50
"female","female",64,190,9,"Freshman",2,2,80,15,7.5,12,50,53,3,"few",80
"female","female",65,135,7.5,"Freshman",2,1,105,40,8,25,49,52,5,"one",50
"female","female",64,128,9,"Freshman",0,2,120,50,6,25,43,41,4,"few",100
"female","female",63,125,7.5,"Freshman",0,1,70,20,6.5,15,50,48,2,"few",100
"female","female",70,173,10,"Freshman",2,4,64,42,6,18,48,49,8,"one",50
"male","male",68,174,10.5,"Sophomore",1,2,140,100,7.5,40,50,60,1,"one",10
"male","male",72,209,12,"Freshman",2,3,130,60,6,12,47,47,3,"dozens",60
"male","male",70,190,9.5,"Freshman",2,4,90,0,6,13,40,42,3,"few",8
"female","female",67,180,11,"Junior",3,2,110,5,6,10,55,61,8,"dozens",30
"female","female",63,135,7.5,"Freshman",3,3,90,20,7,10,54,56,2,"few",99
"male","male",67,221,9.5,"Freshman",1,1,72,44,5,3,47,49,3,"none",10
"female","female",64,160,8.5,"Freshman",3,0,80,60,7.5,20,42,47,3,"few",5
"female","female",65,102,6,"Sophomore",9,2,90,0,7,20,47,52,3,"few",75
"female","female",61,103,5.5,"Junior",0,2,82,14,6.5,7,56,61,4,"few",15
"female","female",62,140,8,"Freshman",2,1,80,30,7,25,51,52,4,"few",100
"female","female",65,135,8.5,"Freshman",0,3,95,40,7,30,46,46,7,"one",70
"male","male",68,190,9.5,"Freshman",1,0,70,150,8,8,52,58,6,"few",20
"female","female",64,120,6.5,"Freshman",4,3,95,140,6.5,35,40,39,8,"few",60
"female","other",61,107,6.5,"Freshman",0,1,75,62,6.5,6,55,62,8,"millions",99
"female","female",63,195,9,"Freshman",0,0,70,33,6,12,50,60,8,"few",80
"female","female",65,120,7,"Freshman",1,0,62,0,7,15,48,49,5,"few",50
"female","female",65,128,7.5,"Sophomore",2,2,100,30,6,15,49,55,7,"few",60
"female","female",65,170,7.5,"Sophomore",1,3,70,0,6,80,50,57,6,"few",50
"female","female",63,130,7,"Freshman",0,1,95,30,6.5,15,62,58,4,"few",90
"female","female",66,130,8.5,"Freshman",5,2,100,20,7.5,15,54,53,5,"few",25
"female","female",66,137,7.5,"Freshman",2,2,100,35,6,16,53,63,7,"dozens",50
"female","female",61,115,6.5,"Freshman",0,1,60,40,7.5,30,52,53,6,"few",75
"female","female",62,125,7,"Freshman",2,2,50,50,7,6,37,37,6,"dozens",20
"female","female",68,135,7.5,"Freshman",3,1,80,20,6.5,11,54,52,3,"few",70
"female","female",67,195,11,"Freshman",10,4,80,150,8.5,11,47,47,7,"few",25
"female","female",68,146,8.5,"Freshman",2,1,90,0,6,20,60,50,2,"one",30
"male","male",70,180,10.5,"Sophomore",0,2,110,6,6.5,9,55,55,9,"few",50
"female","other",69,170,10,"Freshman",7,1,105,0,8,7,47,47,9,"hundreds",60
"female","female",66,110,7.5,"Freshman",0,0,0,10,8,5,46,46,3,"few",3
"male","male",76,191,11.5,"Junior",4,2,110,40,7.5,18,50,56,9,"few",10
"male","male",76,146,9.5,"Freshman",0,0,0,100,6,10,45,45,7,"few",10
"female","female",62,108,5,"Freshman",1,2,95,400,6.5,10,53,53,6,"few",50
"female","female",65,133,7,"Freshman",1,2,73,32,6.5,13,51,47,2,"one",30
"female","female",65,125,8.5,"Freshman",2,2,120,5,8,7,48,50,8,"few",60
"female","female",66,142,9,"Freshman",3,2,100,100,8,20,49,52,2,"few",33
"female","female",62,126,7,"Junior",1,2,100,0,6,15,43,52,5,"one",50
"female","female",66,160,7.5,"Freshman",0,2,100,15,8,15,60,56,2,"thousands",70
"female","female",62,145,7.5,"Sophomore",6,0,90,0,7.5,25,55,51,8,"few",95
"male","male",65,155,8.5,"Freshman",1,1,105,0,8,9,41,46,2,"millions",60
"female","female",64,189,8.5,"Freshman",3,4,60,0,5,22,58,57,8,"few",100
"female","female",68,120,9,"Freshman",3,2,97,100,4,9,54,58,2,"one",90
"female","female",63,185,9,"Freshman",6,0,85,10,7,22,56,57,5,"few",100
"male","male",70,173,9,"Freshman",1,0,129,0,5.5,14,46,49,4,"one",3
"female","female",62,146,9,"Freshman",6,3,60,0,10,30,53,52,8,"few",70
"female","female",68,120,8.5,"Sophomore",1,6,105,2,5,27,62,65,3,"one",100
"male","male",68,140,9.5,"Sophomore",1,1,110,28,7,3,52,51,7,"hundreds",0
"female","female",63,135,6.5,"Freshman",3,1,80,20,7,10,49,49,7,"few",50
"female","female",66,119,8,"Freshman",1,2,95,25,8,30,50,50,4,"one",50
"male","male",69,225,10,"Senior",2,2,106,0,7.5,7,51,52,7,"dozens",10
"female","female",69,134,9,"Sophomore",1,2,100,40,10,7,62,65,7,"few",10
"male","male",69,160,9,"Freshman",0,1,87,100,6.5,3,60,57,7,"millions",0
"female","female",65,140,8,"Freshman",1,1,90,100,9,12,47,48,3,"few",60
"male","male",70,156,10.5,"Sophomore",2,3,110,120,7,10,52,57,3,"dozens",100
"female","female",62,123,9.5,"Senior",2,1,100,4,8,100,46,56,8,"dozens",100
"female","female",66,128,7.5,"Freshman",0,2,100,100,7,35,48,50,3,"few",50
"male","male",73,170,10.5,"Freshman",1,1,101,5,7,5,55,56,4,"thousands",5
"female","female",64,130,8,"Freshman",0,0,0,100,6.5,9,45,47,7,"none",5
"male","male",68,115,11,"Freshman",0,1,120,7,8,6,50,53,7,"few",50
"male","male",70,145,10,"Freshman",3,2,120,6,7,4,48,50,3,"few",15
"male","male",74,155,10.5,"Freshman",0,0,34,0,7.5,17,45,45,6,"one",1
"male","male",74,157,12,"Sophomore",1,1,85,50,6.5,16,49,58,6,"one",45
"male","male",67,175,10,"Sophomore",2,1,110,104,5.5,11,49,48,3,"few",0
"male","male",72,165,12,"Freshman",4,5,100,60,8,4,59,65,6,"few",40
"female","female",66,130,9.5,"Senior",5,3,88,0,7,18,54,55,7,"few",70
"female","female",67,255,9.5,"Freshman",3,2,110,6,5,11,58,58,8,"few",20
"female","female",65,145,8.5,"Freshman",2,0,100,8,7,10,51,48,9,"hundreds",50
"female","female",62,170,6,"Freshman",0,1,0,67,7,9,55,50,7,"few",85
"female","female",64,123,6,"Freshman",0,3,120,120,7,15,52,56,6,"few",30
"female","female",68,120,7.5,"Freshman",1,3,85,50,8,25,51,51,6,"dozens",90
"male","male",75,270,13,"Junior",2,1,100,50,7,6,59,59,6,"few",100
"male","male",72,150,10.5,"Sophomore",5,10,110,11,6.5,8,47,58,7,"few",50
"female","female",63,130,7.5,"Freshman",2,3,0,20,7,10,47,47,8,"one",80
"female","female",64,130,7.5,"Sophomore",0,1,70,8,8,15,52,51,7,"few",50
"male","male",74,205,13.5,"Sophomore",1,1,110,25,7,7,41,42,3,"dozens",100
"female","female",75,179,11,"Freshman",7,2,90,25,7.5,13,48,47,5,"one",50
"female","female",77,97,6.5,"Freshman",2,0,0,1,5.5,3,37,38,1,"one",1
"female","female",65,150,9,"Junior",0,4,95,40,8,20,50,55,8,"few",40
"female","female",64,135,7.5,"Freshman",6,2,90,100,7,12,51,65,6,"hundreds",75
"female","female",66,150,9,"Senior",1,1,60,50,6,20,59,60,4,"one",10
"male","male",74,170,11.5,"Freshman",4,1,85,50,7.5,5,53,47,8,"one",80
"female","female",70,170,12,"Freshman",4,0,200,500,9,30,54,58,7,"few",95
"male","male",68,145,9,"Freshman",0,1,50,0,5,8,45,44,8,"dozens",69
"female","female",60,110,6,"Sophomore",3,1,60,20,6,15,46,51,8,"few",50
"male","male",72,160,11.5,"Freshman",1,2,105,14,6,8,57,60,8,"dozens",95
"male","male",71,174,9.5,"Freshman",0,1,80,200,8,8,46,47,7,"few",80
"female","female",59,97,4,"Freshman",3,4,0,300,8.5,18,44,44,3,"few",50
"female","female",66,130,7.5,"Graduate",4,1,100,50,7.5,10,54,58,5,"few",40
"female","female",67,135,7.5,"Freshman",0,2,90,45,6,25,61,57,8,"few",50
"male","male",71,175,11,"Freshman",3,2,85,0,5.5,10,47,52,1,"few",90
"female","female",63,137,8,"Sophomore",2,1,95,6,8,15,52,54,7,"few",75
"male","male",73,190,12,"Sophomore",3,1,90,10,8,12,47,48,9,"few",80
"female","female",65,149,8,"Freshman",10,1,80,150,7,30,56,60,3,"one",100
"female","female",63,100,5,"Freshman",0,2,80,20,7,3,41,43,9,"one",50
"female","female",66,160,7,"Freshman",0,0,0,30,7,9,46,47,4,"none",20
"female","female",61,117,8.5,"Freshman",2,1,100,45,7,20,48,47,7,"few",60
"female","female",62,170,6.5,"Sophomore",2,5,100,15,5.5,18,53,60,6,"dozens",50
"female","female",61,168,8,"Sophomore",7,4,95,0,7.5,15,42,42,5,"dozens",10
"female","female",69,130,10,"Freshman",4,4,105,500,8,6,56,56,5,"few",80
"female","female",65,197,9.5,"Senior",1,1,65,120,8,6,55,60,7,"hundreds",95
"female","female",69,135,9.5,"Freshman",4,2,105,70,7.5,9,47,47,6,"few",80
"male","male",72,190,11.5,"Junior",1,1,80,60,8,6,46,54,6,"hundreds",50
"male","male",75,243,14,"Freshman",0,3,85,30,7.5,7,44,43,7,"dozens",30
"female","female",69,135,9,"Freshman",1,1,85,0,9,11,60,59,6,"dozens",50
"male","male",75,175,11,"Sophomore",7,2,90,0,6,7,56,54,5,"few",60
"female","female",67,150,9,"Freshman",0,4,90,120,7,10,50,50,10,"few",60
"female","female",65,167,7.5,"Freshman",3,1,90,150,7,10,49,50,9,"hundreds",100
"female","female",68,145,8,"Freshman",4,1,90,150,6,20,51,65,7,"few",75
"male","male",75,290,14,"Sophomore",0,2,66,1,5,4,48,54,3,"thousands",35
"female","female",65,130,7.5,"Freshman",4,1,90,0,8,6,48,48,6,"one",100
"female","female",60,182,6.5,"Freshman",5,4,60,500,6.5,15,40,37,5,"few",10
"female","female",64,119,7.5,"Freshman",0,2,95,6,7.5,10,54,56,2,"one",30
"female","female",65,142,8,"Freshman",8,0,80,23,5.5,7,35,38,5,"none",100
"female","female",63,148,8.5,"Sophomore",0,3,70,19,5.5,6,38,40,6,"few",20
"female","female",65,106,7.5,"Freshman",4,0,0,400,5.5,6,39,43,8,"none",35
"female","female",66,127,9,"Sophomore",4,5,140,11,6,50,50,51,3,"few",0
"female","female",61,104,6,"Junior",6,1,0,0,7.5,4,43,48,4,"few",100
"female","female",62,130,7.5,"Sophomore",16,9,105,15,7,20,55,58,3,"few",10
"female","female",62,127,8,"Junior",1,2,95,3,7,25,50,52,5,"one",25
"female","female",70,150,10,"Freshman",2,1,90,200,9,25,51,57,8,"one",80
"male","male",72,165,11,"Freshman",0,2,105,58,7,8,54,56,2,"one",100
"male","male",72,200,14,"Freshman",0,4,140,1000,4,7,38,50,7,"thousands",75
"female","female",63,222,9.5,"Freshman",5,2,120,20,8,18,46,45,9,"one",30
"female","female",62,147,7,"Freshman",6,2,60,0,8.5,26,52,54,9,"few",80
"female","female",68,148,9.5,"Freshman",2,1,85,23,8,10,45,45,8,"few",20
"male","male",75,205,12,"Sophomore",6,2,170,0,4.5,10,50,55,5,"one",80
"male","male",69,149,9.5,"Freshman",0,5,100,18,8,10,52,52,10,"one",100
"female","female",74,92,6,"Freshman",1,1,0,10,6.5,20,48,50,7,"few",50
"female","female",63,120,6.5,"Freshman",0,1,0,10,7.5,10,44,49,10,"hundreds",20
"female","female",63,135,8,"Freshman",0,2,0,5,6.5,9,49,59,3,"few",50
"female","female",66,123,7,"Freshman",7,2,100,20,8,15,48,46,6,"few",99
"female","female",65,116,7.5,"Freshman",4,0,0,120,7,10,50,47,7,"few",2
"female","female",62,200,8.5,"Sophomore",6,1,110,130,8,10,44,47,6,"few",100
"male","male",64,175,9,"Freshman",0,2,110,100,7,14,47,52,5,"dozens",30
"male","male",78,130,7,"Freshman",1,0,0,0,6,14,41,44,8,"few",60
"female","female",69,138,8.5,"Sophomore",4,2,100,0,7,10,58,64,4,"few",85
"male","male",67,257,12,"Freshman",2,1,110,105,8,10,63,61,6,"one",90
"female","female",62,100,6,"Freshman",2,3,80,0,9,45,64,65,6,"one",50
"female","female",65,107,6,"Freshman",2,2,90,90,8,18,52,53,9,"thousands",75
"male","male",66,180,10.5,"Sophomore",2,4,110,150,7,3,40,42,4,"millions",15
"female","female",62,170,8,"Freshman",5,5,80,0,8,50,39,38,7,"millions",25
"female","female",66,141,9,"Freshman",0,4,55,30,5,15,46,47,4,"few",70
"female","female",70,165,10,"Freshman",5,1,110,300,7.5,12,45,46,8,"one",25
"male","male",72,146,8,"Senior",30,1,117,200,11,8,59,60,5,"thousands",59
"female","female",68,135,9,"Freshman",1,1,100,200,8,31,48,46,9,"one",100
"female","female",61,125,6.5,"Freshman",3,1,70,7,6,10,45,49,6,"few",50
"female","female",61,98,6.5,"Freshman",2,4,60,10,7.5,14,45,45,6,"few",90
"female","female",62,115,6,"Junior",0,4,90,85,6.5,14,48,53,8,"one",100
"male","male",74,200,11.5,"Sophomore",4,1,100,100,5.5,3,49,57,4,"few",37
"female","female",63,105,5.5,"Junior",1,0,0,50,7,5,47,49,8,"few",20
"female","female",62,108,7.5,"Sophomore",2,4,83,100,7.5,7,59,60,2,"few",45
"male","male",75,170,12,"Freshman",0,1,90,60,6.5,10,40,44,6,"dozens",100
"male","male",65,194,8,"Junior",0,6,110,68,6,24,55,65,5,"one",75
"male","male",67,140,9.5,"Sophomore",3,1,90,60,6.5,11,52,49,6,"dozens",25
"female","female",66,145,9,"Freshman",2,2,80,3,7.5,15,40,40,8,"few",99
"female","female",62,165,7,"Freshman",0,1,65,0,7,20,50,58,5,"few",50
"male","male",70,160,11,"Freshman",0,2,45,20,5,15,40,52,3,"thousands",90
"female","female",67,130,8.5,"Freshman",1,1,110,0,8,15,46,45,7,"hundreds",50
"female","female",70,135,10.5,"Freshman",1,1,100,200,7,10,49,52,9,"dozens",30
"male","male",72,150,11,"Freshman",4,1,90,100,8,10,59,60,5,"few",100
"female","female",62,99,6.5,"Freshman",1,0,0,18,6,5,46,47,10,"few",10
"male","male",74,165,11,"Sophomore",1,1,90,5,6.5,8,54,65,7,"one",100
"female","female",61,120,6.5,"Freshman",2,1,90,0,5.5,25,48,48,5,"few",100
"male","male",76,170,10.5,"Junior",6,3,140,0,7,6,52,52,5,"millions",85
"male","male",70,180,11,"Freshman",0,0,0,20,8.5,5,49,54,8,"few",50
"female","female",64,120,6.5,"Freshman",0,1,75,20,7.5,15,61,65,8,"few",100
"female","female",64,115,7,"Freshman",1,1,100,50,6,45,37,43,1,"few",25
"male","male",71,200,12,"Junior",2,1,100,140,6,5,46,50,7,"dozens",0
"male","male",72,170,10,"Freshman",0,1,100,0,7,3,45,50,4,"few",1
"female","female",61,100,5.5,"Freshman",5,2,0,20,7,6,54,64,3,"one",50
"female","female",62,124,7,"Sophomore",2,2,100,10,8,20,52,53,7,"one",50
"male","male",65,130,8.5,"Freshman",0,1,80,100,8,3,45,46,6,"one",25
"male","male",72,184,9.5,"Freshman",0,0,140,1000,7,22,46,48,5,"few",4
"male","male",68,170,10.5,"Sophomore",1,2,110,20,6,8,39,41,7,"few",90
"female","female",66,145,9,"Freshman",0,8,90,60,7,40,41,52,1,"few",40
"female","female",66,121,9.5,"Freshman",1,1,62,0,7.5,10,43,45,7,"few",50
"female","female",62,146,8.5,"Freshman",2,3,120,60,7,9,38,41,7,"hundreds",80
"female","female",63,194,10,"Graduate",6,2,125,34,6.5,50,65,65,5,"dozens",60
"female","female",60,146,7,"Junior",0,1,0,41,6,10,49,50,7,"few",10
"female","female",64,122,7.5,"Freshman",0,1,70,28,7,9,55,62,8,"dozens",100
"male","male",71,146,10.5,"Sophomore",0,1,115,10,7.5,7,46,47,1,"dozens",40
"male","male",71,159,11,"Junior",0,0,165,5,6,1,45,44,6,"hundreds",33
"female","female",63,147,8,"Freshman",0,1,90,200,5,12,64,65,8,"few",90
"female","female",62,175,7.5,"Sophomore",1,3,70,35,8,35,51,51,6,"few",50
"female","female",67,130,7.5,"Freshman",2,2,75,40,6,30,48,49,5,"few",90
"male","male",64,150,5,"Junior",2,2,70,4,8,4,38,50,6,"few",100
