"gender","genderID","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","socialMedia","texts","goodOrWell","parentRelationship","workHr","tuition","career"
"Female","Female","Yes","Big City Suburb","White","Agnostic",3,26,4,5,4,1,1,"16","High School",3,"2",5,5,8,5,80,"Nervous"
"Male","Male","No","Big City Suburb","Hispanic","Christian",9,35,3.2,3,0,7,4,"15","College",18,"4",4,9,8,0,0,"Concrete plan"
"Male","Male","Yes","Small Town","White","Christian",3,31,3.8,20,30,4,2,"5","College",2,"0",8,10,7,0,90,"Grad School"
"Male","Male","No","Big City","Hispanic","Atheist",0,28,4,10,15,4,3,"14","High School",7,"3",2,6,5,0,20,"Concrete plan"
"Female","Female","No","Medium City","White","Christian",0,25,4,0,0,0,1,"19","College",6,"9",3,5,10,0,40,"Nervous"
"Female","Female","No","Big City Suburb","Asian","Christian",8,29,4,0,0,0,0,"still waiting","High School",5,"1",5,6,10,0,30,"No Idea"
"Female","Female","No","Big City","White","Agnostic",2,29,3.7,12,9,2,1,"14","College",3,"1",3,5,10,0,60,"Concrete plan"
"Female","Female","No","Big City Suburb","Hispanic","Christian",7,25,4,4,5,2,1,"15","High School",7,"3",4,3,10,0,90,"Concrete plan"
"Female","Female","No","Big City Suburb","White","Agnostic",3,32,3.4,0,0,0,0,"still waiting","College",2,"3",5,4,10,0,50,"Nervous"
"Female","Female","No","Medium City","White","Agnostic",5,29,3.5,5,0,1,1,"16","College",1,"1",2,3,8,0,10,"Nervous"
"Female","Female","No","Small Town","White","Christian",5,32,3.5,3,1,0,1,"17","High School",10,"2",5,0,10,0,90,"Grad School"
"Female","Female","Yes","Small Town","White","Christian",7,22,3.7,0,0,1,1,"18","High School",4,"10 or more",3,5,9,0,90,"Concrete plan"
"Female","Female","Yes","Big City Suburb","Black","Christian",9,27,3.5,5,5,1,0,"14","middle school",10,"10 or more",6,7,8,0,90,"Concrete plan"
"Male","Male","No","Small Town","White","Christian",4,23,3.9,10,20,2,1,"15","College",3,"2",10,9,9,0,100,"Grad School"
"Female","Female","No","Small Town","Hispanic","Christian",3,28,3,4,3,3,3,"14","High School",3,"2",4,5,0,0,20,"Concrete plan"
"Female","Female","No","Big City Suburb","White","Agnostic",0,30,4,5,2,0,0,"still waiting","High School",1,"5",3,4,7,0,50,"Some Idea"
"Female","Female","Yes","Big City","White","Christian",3,27,3.1,6,10,7,1,"15","High School",5,"5",5,5,8,0,80,"Some Idea"
"Female","Female","No","Big City","Asian","Buddhist",5,22,3.4,0,0,0,1,"18","Kindergarten",20,"3",3,5,10,0,100,"Grad School"
"Male","Male","No","Big City Suburb","Hispanic","Christian",3,26,2.7,7,20,2,1,"16","High School",4,"3",3,0,8,15,20,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",3,30,3.2,6,10,1,1,"12","College",7,"1",6,3,10,0,0,"Grad School"
"Female","Female","Yes","Medium City","Hispanic","Christian",2,23,3.9,1,2,1,2,"11","College",1,"1",10,10,7,30,90,"Nervous"
"Female","Female","No","Big City","Asian","Atheist",0,32,3.9,0,0,0,2,"14","middle school",0,"1",1,0,8,0,100,"Some Idea"
"Female","Female","No","Small Town","White","Christian",3,25,3.7,1,0,1,1,"14","High School",4,"2",4,3,8,10,0,"Nervous"
"Female","Female","No","Big City Suburb","Asian","Hindu",8,31,3.7,5,3,0,1,"14","High School",8,"1",10,5,9,0,0,"Nervous"
"Female","Female","No","Big City Suburb","White","Agnostic",0,30,4,6,5,1,1,"14","College",8,"1",6,2,10,5,90,"Concrete plan"
"Male","Male","No","Big City","Black","Atheist",0,32,3.5,0,1,2,1,"16","High School",2,"1",2,7,8,30,0,"Nervous"
"Female","Female","No","Big City","Hispanic","Other Religion",6,23,3,1,0,1,1,"14","lower grades",5,"2",2,0,9,10,0,"Concrete plan"
"Male","Male","No","Big City Suburb","Asian","Hindu",8,30,3.3,2,4,0,0,"4","middle school",2,"2",2,8,8,10,70,"Nervous"
"Male","Male","No","Big City Suburb","Asian","Christian",7,29,2.6,9,12,0,0,"still waiting","College",1,"2",3,5,10,0,90,"Nervous"
"Female","Female","No","Big City Suburb","Black","Christian",6,21,2.3,5,5,6,4,"15","High School",7,"10 or more",10,7,5,10,60,"Nervous"
"Male","Male","No","Big City","Asian","Christian",7,31,4,4,0,0,0,"5","High School",4,"1",2,1,9,0,100,"Grad School"
"Female","Female","No","Big City","White","Agnostic",0,26,2.7,0,0,1,2,"14","College",5,"10 or more",6,0,8,0,50,"Grad School"
"Male","Male","Yes","Big City","Hispanic","Other Religion",7,20,1.9,15,20,0,1,"11","College",1,"10 or more",10,2,5,5,0,"Some Idea"
"Female","Female","No","Small Town","White","Christian",1,28,3.6,0,0,1,1,"17","College",3,"4",5,5,7,0,100,"Nervous"
"Female","Female","Yes","Big City Suburb","Mixed","Jewish",7,31,4,1,1,1,2,"15","College",9,"3",4,4,8,15,10,"Grad School"
"Male","Male","No","Big City Suburb","Asian","Christian",6,27,3.2,10,10,20,0,"14","College",7,"1",50,8,8,0,80,"Grad School"
"Female","Female","No","Big City Suburb","White","Jewish",5,29,4,18,6,1,1,"16","College",20,"6",14,5,10,0,100,"Grad School"
"Male","Male","No","Big City Suburb","White","Agnostic",0,28,1.9,18,50,1,0,"15","College",10,"2",4,7,8,0,70,"Some Idea"
"Female","Female","Yes","Small Town","White","Christian",9,27,3.6,2,4,0,1,"16","High School",3,"2",3,1,9,15,50,"Concrete plan"
"Female","Female","No","Big City Suburb","White","Jewish",5,26,3.6,4,3,1,1,"15","High School",15,"1",6,3,8,0,100,"No Idea"
"Female","Female","No","Big City","Hispanic","Christian",3,24,3.6,0,0,0,0,"still waiting","College",10,"5",4,7,9,0,100,"No Idea"
"Male","Male","No","Big City Suburb","Mixed","Buddhist",1,32,4,12,12,1,1,"12","lower grades",3,"1",8,5,7,0,100,"Grad School"
"Female","Female","No","Big City","Hispanic","Christian",5,19,3.5,0,0,7,3,"12","College",1,"3",5,6,9,0,100,"Grad School"
"Male","Male","Yes","Big City","Hispanic","Christian",6,25,2.5,10,7,1,0,"18","College",1,"2",3,6,9,0,0,"Nervous"
"Female","Female","No","Big City","Other","Christian",5,35,3.4,9,6,7,7,"12","middle school",2,"6",6,7,7,20,100,"No Idea"
"Female","Female","No","Big City Suburb","Asian","Muslim",6,26,3.5,2,0,0,0,"still waiting","High School",5,"6",4,5,10,0,100,"Concrete plan"
"Male","Male","No","Big City","Hispanic","Atheist",0,26,3.2,4,20,1,1,"12","College",2,"10 or more",4,8,6,0,0,"Nervous"
"Male","Male","Yes","Big City Suburb","Hispanic","Christian",5,29,3.3,27,35,6,1,"15","High School",1,"1",3,1,9,5,90,"Concrete plan"
"Female","Female","No","Big City Suburb","White","Christian",8,28,4,1,2,0,1,"15","High School",4,"2",6,4,8,0,50,"Nervous"
"Female","Female","Yes","Medium City","White","Christian",6,24,3.4,20,10,4,2,"14","College",5,"3",8,10,10,10,100,"Grad School"
"Female","Female","No","Big City","Hispanic","Atheist",0,26,2.5,4,6,7,1,"15","College",4,"5",2,10,9,0,10,"Some Idea"
"Female","Female","No","Medium City","White","Christian",5,24,3.4,2,0,0,1,"18","lower grades",4,"1",5,5,8,15,70,"Concrete plan"
"Male","Male","No","Big City Suburb","White","Christian",3,30,3.6,10,22,1,1,"18","College",3,"4",6,6,9,0,50,"Nervous"
"Male","Male","No","Big City Suburb","White","Agnostic",0,23,3.6,0,0,0,1,"15","College",30,"5",9,0,10,0,50,"Grad School"
"Male","Male","No","Medium City","Black","Christian",5,22,2.6,0,0,50,1,"19","College",5,"10 or more",3,8,10,0,0,"Concrete plan"
"Female","Female","No","Big City","Asian","Christian",5,24,3.4,0,0,0,0,"still waiting","College",1,"2",6,10,9,0,20,"Some Idea"
"Female","Female","Yes","Big City Suburb","White","Christian",0,32,3.4,6,15,1,2,"13","High School",1,"2",15,2,8,0,50,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",8,31,3.7,4,2,0,1,"17","High School",10,"5",10,4,8,5,100,"No Idea"
"Female","Female","No","Big City","Asian","Christian",6,27,4,5,6,5,2,"16","High School",7,"4",10,7,10,0,50,"Some Idea"
"Male","Male","No","Big City","Hispanic","Christian",5,25,2.8,8,13,2,3,"15","College",2,"4",3,5,9,40,90,"Nervous"
"Male","Male","Yes","Small Town","White","Agnostic",0,23,3.6,20,20,10,1,"12","College",5,"3",4,0,6,10,0,"Grad School"
"Male","Male","No","Big City Suburb","White","Atheist",0,25,3.5,5,0,3,5,"13","High School",8,"0",10,0,8,10,60,"Grad School"
"Female","Female","No","Big City","Asian","Christian",1,25,3.9,16,24,3,0,"18","College",0,"4",8,8,9,0,90,"No Idea"
"Female","Female","Yes","Big City Suburb","White","Christian",3,28,3.4,5,8,1,1,"16","College",5,"2",4,5,10,0,60,"Concrete plan"
"Male","Male","No","Big City Suburb","White","Other Religion",7,22,2.5,4,5,50,3,"14","High School",1,"1",3,3,5,0,0,"Grad School"
"Female","Female","No","Big City Suburb","White","Jewish",5,25,4,0,0,1,3,"16","Kindergarten",7,"5",5,0,8,0,100,"No Idea"
"Male","Male","Yes","Big City Suburb","White","Christian",7,24,4,0,0,0,0,"13","College",3,"3",8,6,7,0,100,"Concrete plan"
"Female","Female","No","Big City Suburb","White","Agnostic",0,30,3.4,12,12,1,0,"17","College",7,"3",5,2,10,0,70,"Nervous"
"Male","Male","No","Big City","Asian","Christian",4,30,3.7,1,2,2,1,"20","High School",3,"1",4,5,10,0,100,"Nervous"
"Female","Female","No","Big City Suburb","Hispanic","Christian",8,26,3.5,0,0,3,2,"15","High School",5,"4",4,3,8,0,40,"Nervous"
"Male","Male","No","Small Town","Asian","Atheist",0,27,4,2,1,1,1,"16","College",3,"2",2,2,8,0,100,"Some Idea"
"Female","Female","No","Big City","Hispanic","Christian",6,28,3,5,3,0,1,"16","lower grades",7,"8",3,4,10,10,100,"Nervous"
"Female","Female","No","Big City","Asian","Atheist",7,30,3,0,0,0,0,"still waiting","High School",2,"4",4,5,8,0,100,"Grad School"
"Female","Female","Yes","Big City Suburb","White","Christian",3,27,3,20,25,8,1,"14","College",5,"3",5,5,9,0,100,"Concrete plan"
"Female","Female","No","Big City","Asian","Agnostic",0,24,4,0,0,3,2,"13","College",6,"3",5,9,8,10,10,"Nervous"
"Female","Female","Yes","Big City","Asian","Agnostic",3,25,3.3,10,10,3,2,"15","College",1,"7",10,8,6,0,100,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",8,31,4,12,15,1,1,"13","High School",10,"2",8,5,10,0,100,"Concrete plan"
"Female","Female","No","Big City","Hispanic","Christian",5,24,3.3,0,0,0,0,"still waiting","College",3,"3",3,9,9,0,0,"Grad School"
"Female","Female","No","Big City","Asian","Other Religion",6,26,2.9,12,24,7,1,"12","College",3,"3",4,7,4,15,20,"Nervous"
"Female","Female","No","Big City","Black","Muslim",5,24,2.7,7,10,1,0,"18","College",1,"10 or more",4,10,6,5,0,"No Idea"
"Female","Female","No","Big City","Hispanic","Christian",5,25,2.9,0,0,1,1,"14","High School",7,"2",2,5,10,10,10,"Grad School"
"Male","Male","No","Small Town","White","Agnostic",2,27,3.7,10,14,3,3,"15","College",7,"1",8,0,10,25,70,"Concrete plan"
"Female","Female","No","Big City","Hispanic","Christian",6,19,2.7,0,1,2,1,"13","High School",7,"4",2,5,8,0,10,"Grad School"
"Female","Female","Yes","Big City Suburb","White","Christian",1,27,3.7,10,15,3,1,"14","College",7,"2",15,2,10,0,50,"Concrete plan"
"Female","Female","No","Big City","White","Christian",2,30,3.5,24,35,1,1,"13","College",2,"5",5,6,9,5,10,"Grad School"
"Female","Female","Yes","Big City Suburb","White","Christian",4,30,3.5,9,5,5,1,"12","High School",6,"2",10,7,9,0,100,"Grad School"
"Male","Male","No","Small Town","Asian","Muslim",8,26,3.2,10,0,0,0,"15","lower grades",10,"3",15,1,9,0,90,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",5,26,3.6,32,50,8,2,"12","College",5,"1",4,5,10,0,100,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",5,22,3.5,8,10,4,2,"14","High School",10,"4",6,9,9,0,100,"Grad School"
"Female","Female","Yes","Big City Suburb","White","Jewish",8,23,3.7,15,7,0,0,"13","College",14,"7",5,5,9,0,100,"Concrete plan"
"Male","Male","Yes","Medium City","White","Christian",3,27,2.9,15,18,3,1,"14","College",1,"2",3,7,7,0,100,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",4,29,3.2,1,0,0,0,"18","High School",6,"1",5,7,8,0,80,"No Idea"
"Male","Male","No","Big City","Hispanic","Other Religion",5,21,2.5,7,50,2,1,"16","College",4,"10 or more",3,5,9,10,20,"Nervous"
"Male","Male","Yes","Big City Suburb","White","Christian",7,31,3.2,12,40,1,0,"18","College",4,"2",3,8,8,10,80,"Nervous"
"Female","Female","No","Big City","Hispanic","Christian",0,19,3.5,8,2,3,2,"15","High School",4,"10 or more",5,10,9,0,0,"Nervous"
"Female","Female","No","Big City Suburb","White","Other Religion",5,31,3.9,5,3,1,2,"15","College",3,"1",10,9,10,0,100,"Grad School"
"Female","Female","No","Big City","Hispanic","Other Religion",5,22,4,4,0,1,2,"14","High School",5,"5",5,0,9,20,10,"Nervous"
"Female","Female","No","Big City","Asian","Atheist",0,30,3.5,0,0,0,1,"18","middle school",2,"2",2,5,10,0,100,"Some Idea"
"Female","Female","Yes","Big City Suburb","White","Christian",3,26,3.5,14,18,1,0,"15","High School",2,"3",7,5,7,0,0,"Some Idea"
"Female","Female","No","Big City Suburb","White","Other Religion",3,27,3.3,6,20,0,0,"16","College",5,"2",5,0,9,0,20,"Grad School"
"Female","Female","Yes","Big City Suburb","Mixed","Agnostic",0,30,3.6,15,13,7,3,"8","College",10,"10 or more",3,10,9,20,0,"Some Idea"
"Female","Female","No","Big City Suburb","Hispanic","Other Religion",5,20,3.6,0,0,0,0,"14","High School",5,"3",3,10,9,0,50,"Some Idea"
"Male","Male","No","Big City Suburb","Asian","Hindu",3,30,4,4,5,0,0,"12","High School",1,"1",3,5,8,0,100,"Some Idea"
"Male","Male","Yes","Medium City","Other","Christian",6,28,3.4,14,50,3,2,"12","College",3,"1",4,5,5,0,100,"Some Idea"
"Male","Male","No","Big City","Asian","Atheist",1,33,4,3,0,0,1,"15","College",7,"1",3,5,10,0,100,"Some Idea"
"Male","Male","No","Big City","Asian","Buddhist",1,32,3.8,1,0,23,4,"15","lower grades",3,"1",6,10,7,0,100,"Nervous"
"Female","Female","No","Big City Suburb","White","Christian",8,24,3.6,6,10,0,0,"19","middle school",6,"2",7,5,9,15,100,"Concrete plan"
"Male","Male","No","Small Town","White","Christian",7,30,3.5,12,7,50,0,"3","College",7,"10 or more",49,10,10,0,0,"Concrete plan"
"Female","Female","No","Big City Suburb","White","Christian",5,29,3.5,0,0,1,1,"16","Kindergarten",2,"4",3,7,9,0,10,"Nervous"
"Male","Male","Yes","Big City","Hispanic","Other Religion",5,20,2.8,7,25,8,1,"10","High School",4,"10 or more",7,6,7,10,60,"Grad School"
"Female","Female","Yes","Big City Suburb","White","Christian",4,25,3.3,6,4,1,2,"18","College",5,"7",7,5,8,20,40,"Concrete plan"
"Male","Male","No","Medium City","White","Agnostic",0,28,3.5,8,20,1,0,"14","High School",0,"4",6,7,5,0,100,"Nervous"
"Female","Female","No","Big City Suburb","White","Christian",10,30,4,10,9,0,2,"14","Kindergarten",2,"4",8,4,10,0,100,"Grad School"
"Female","Female","No","Small Town","White","Christian",7,26,3.5,6,6,2,1,"15","High School",5,"2",5,7,9,0,0,"Nervous"
"Male","Male","No","Medium City","Asian","Buddhist",3,29,3.3,4,0,0,2,"still waiting","High School",5,"4",4,5,8,0,100,"Some Idea"
"Female","Female","No","Big City Suburb","Asian","Buddhist",2,33,3.6,0,0,0,0,"still waiting","lower grades",7,"2",3,5,9,0,100,"Grad School"
"Female","Female","Yes","Big City Suburb","White","Christian",3,27,3.2,8,10,3,0,"13","High School",4,"3",12,9,7,20,10,"Concrete plan"
"Female","Female","No","Big City Suburb","Asian","Christian",7,29,3.8,2,0,0,0,"17","High School",15,"1",6,9,10,0,90,"Nervous"
"Female","Female","No","Big City","Hispanic","Christian",5,25,3.1,0,0,1,1,"14","High School",6,"4",2,2,8,5,0,"Concrete plan"
"Male","Male","No","Big City","Hispanic","Christian",5,25,4,6,10,2,2,"17","College",5,"1",2,5,9,0,70,"Grad School"
"Female","Female","No","Small Town","White","Christian",2,26,4,5,3,0,0,"still waiting","High School",9,"6",6,9,8,0,70,"Nervous"
"Female","Female","No","Big City Suburb","Asian","Christian",7,29,3.4,1,3,0,0,"16","College",7,"4",4,0,6,0,100,"Concrete plan"
"Female","Female","No","Medium City","White","Jewish",8,34,4,10,4,2,3,"15","High School",11,"7",14,4,5,0,100,"Nervous"
"Female","Female","No","Big City","Hispanic","Other Religion",2,29,3.4,6,6,1,2,"13","College",5,"1",3,7,8,0,100,"Some Idea"
"Female","Female","No","Medium City","Hispanic","Other Religion",1,24,3.4,10,10,0,0,"18","College",3,"5",7,5,8,0,10,"Nervous"
"Female","Female","No","Big City","Asian","Agnostic",0,32,4,1,0,0,0,"still waiting","College",10,"1",1,6,5,0,100,"Grad School"
"Female","Female","Yes","Big City Suburb","White","Christian",6,27,3.2,10,20,1,1,"16","College",5,"3",25,8,10,0,10,"Nervous"
"Male","Male","No","Big City Suburb","White","Christian",5,27,4,6,0,0,1,"16","High School",8,"1",4,3,9,0,100,"Concrete plan"
"Male","Male","No","Big City","Black","Christian",6,21,3.1,8,4,2,2,"13","College",1,"1",5,0,6,0,0,"Concrete plan"
"Female","Female","No","Big City","Asian","Christian",8,27,3.6,0,1,0,2,"17","High School",2,"3",5,8,8,0,100,"Nervous"
"Female","Female","No","Medium City","Asian","Buddhist",3,31,1,0,0,0,0,"18","middle school",16,"2",4,10,10,0,100,"Grad School"
"Male","Male","No","Big City Suburb","White","Christian",3,29,3.5,5,12,1,1,"18","lower grades",2,"2",3,8,10,30,100,"Nervous"
"Female","Female","No","Big City Suburb","Black","Christian",7,24,3.5,10,6,1,1,"15","High School",2,"4",5,7,7,20,40,"Nervous"
"Female","Female","No","Big City Suburb","White","Christian",9,30,3.3,12,14,0,0,"15","College",2,"4",5,5,10,5,30,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",5,24,3.2,0,0,10,6,"15","College",10,"2",3,3,5,25,70,"Nervous"
"Male","Male","No","Big City","White","Christian",9,31,4,12,24,2,2,"13","High School",2,"4",3,5,10,40,100,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",7,28,3.9,8,10,4,1,"16","College",1,"5",5,2,8,0,10,"Concrete plan"
"Female","Female","Yes","Big City Suburb","White","Jewish",4,23,3.2,16,25,10,0,"13","College",3,"4",10,2,8,0,100,"No Idea"
"Female","Female","No","Big City","Asian","Christian",3,29,3.8,0,0,0,0,"20","middle school",7,"4",2,8,7,0,100,"Some Idea"
"Female","Female","No","Medium City","White","Christian",9,24,3.3,0,0,1,1,"16","College",4,"5",2,8,9,0,100,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",8,26,3.4,4,5,2,1,"13","High School",5,"8",4,5,10,0,80,"Grad School"
"Male","Male","No","Big City Suburb","White","Jewish",5,23,3.4,8,15,6,1,"17","High School",3,"1",10,5,9,0,100,"No Idea"
"Male","Male","No","Big City Suburb","Other","Muslim",8,32,3.9,2,0,0,1,"16","College",6,"0",8,0,10,0,100,"Concrete plan"
"Female","Female","No","Small Town","White","Agnostic",1,31,1.7,0,0,0,1,"18","College",1,"2",3,3,8,0,0,"Nervous"
"Female","Female","No","Small Town","White","Christian",7,29,3.4,4,2,0,1,"16","College",1,"2",3,6,3,15,50,"Other"
"Male","Male","Yes","Big City Suburb","White","Christian",6,25,3.1,50,50,50,0,"still waiting","College",2,"10 or more",50,7,9,0,10,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Jewish",2,27,4,7,10,0,0,"15","High School",7,"2",5,7,7,0,100,"No Idea"
"Male","Male","Yes","Big City","Hispanic","Other Religion",5,17,3.9,10,5,3,2,"15","High School",2,"1",3,10,8,15,10,"Grad School"
"Male","Male","No","Medium City","Asian","Christian",10,28,1.8,1,0,0,1,"14","College",1,"5",3,0,8,0,70,"Nervous"
"Female","Female","No","Big City Suburb","Black","Christian",8,28,4,8,5,1,1,"16","Kindergarten",5,"8",5,8,8,0,100,"Grad School"
"Female","Female","Yes","Big City Suburb","Asian","Atheist",0,35,4,24,50,5,2,"15","High School",1,"10 or more",11,10,3,20,100,"Grad School"
"Female","Female","No","Small Town","White","Jewish",5,23,3.6,1,0,2,1,"15","College",4,"1",3,1,10,20,100,"Nervous"
"Male","Male","Yes","Small Town","White","Agnostic",0,25,3.5,8,10,10,0,"6","College",1,"2",5,5,10,10,0,"Concrete plan"
"Male","Male","No","Big City","Hispanic","Atheist",0,24,3.1,2,1,0,2,"16","College",1,"1",3,4,4,0,0,"Nervous"
"Female","Female","No","Big City","Asian","Atheist",1,29,4,0,0,7,0,"4","Kindergarten",0,"2",1,6,5,0,100,"Some Idea"
"Female","Female","Yes","Big City Suburb","White","Jewish",1,26,2.8,4,4,1,1,"17","College",4,"2",6,5,4,0,80,"Concrete plan"
"Female","Female","No","Medium City","Black","Christian",7,22,3,2,0,2,2,"13","High School",5,"3",3,9,5,15,0,"Grad School"
"Female","Female","No","Big City Suburb","Mixed","Christian",5,30,4,10,20,2,2,"14","High School",7,"1",5,5,10,0,100,"Nervous"
"Female","Female","No","Big City Suburb","Asian","Buddhist",6,26,2.8,2,0,0,1,"12","lower grades",7,"2",7,8,10,0,100,"Grad School"
"Male","Male","No","Small Town","White","Christian",8,25,3.4,2,0,0,1,"16","College",1,"4",3,5,5,30,90,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Jewish",3,29,2.7,14,20,6,1,"14","College",7,"4",10,2,10,0,100,"Nervous"
"Female","Female","No","Big City Suburb","Hispanic","Christian",9,27,4,3,1,0,2,"16","High School",7,"1",6,0,10,0,100,"Grad School"
"Female","Female","No","Big City","Hispanic","Other Religion",4,28,3.5,2,4,1,1,"17","College",3,"5",2,8,10,0,0,"Concrete plan"
"Male","Male","No","Big City","Asian","Hindu",5,33,3.5,2,0,0,0,"still waiting","High School",4,"2",5,6,8,0,100,"No Idea"
"Male","Male","No","Big City Suburb","Hispanic","Christian",3,23,3,3,0,1,1,"10","lower grades",4,"1",4,5,10,0,0,"Some Idea"
"Female","Female","No","Big City Suburb","Mixed","Agnostic",1,31,4,5,3,1,1,"15","College",3,"1",5,0,7,40,80,"Concrete plan"
"Female","Female","Yes","Big City Suburb","Hispanic","Agnostic",2,27,3.7,3,4,2,1,"16","College",3,"2",5,5,8,0,100,"Grad School"
"Female","Female","Yes","Big City Suburb","White","Jewish",4,28,3.5,5,20,2,1,"14","College",10,"8",15,5,10,0,100,"Grad School"
"Female","Female","No","Big City Suburb","White","Christian",7,25,4,0,0,0,1,"17","High School",1,"2",1,1,9,5,80,"Concrete plan"
"Male","Male","Yes","Big City Suburb","White","Christian",3,35,3.3,16,20,10,1,"15","College",2,"3",8,8,7,0,90,"No Idea"
"Female","Female","No","Big City Suburb","White","Christian",3,27,4,0,0,0,0,"still waiting","High School",5,"2",6,5,9,0,100,"Grad School"
"Female","Female","No","Small Town","Hispanic","Christian",5,23,3.8,1,8,2,1,"17","High School",4,"3",3,5,9,15,80,"Some Idea"
"Female","Female","Yes","Big City Suburb","Mixed","Jewish",4,29,3.7,25,20,1,2,"13","College",7,"3",10,7,10,0,100,"Nervous"
"Female","Female","No","Big City","Black","Christian",5,27,2.8,3,0,0,0,"6","College",2,"5",3,7,7,0,100,"Some Idea"
"Male","Male","Yes","Big City Suburb","White","Christian",4,28,2.9,7,10,3,1,"6","College",10,"1",3,5,10,0,80,"Grad School"
"Female","Female","Yes","Medium City","White","Christian",5,30,3,8,6,0,0,"14","lower grades",1,"1",6,5,4,0,90,"Some Idea"
"Female","Female","No","Big City","Asian","Buddhist",2,32,4,2,10,1,1,"18","High School",1,"5",4,5,9,0,100,"Nervous"
"Female","Female","No","Small Town","White","Atheist",1,26,3.6,10,4,3,3,"13","College",5,"1",3,2,8,0,90,"Nervous"
"Female","Female","No","Medium City","White","Muslim",0,21,2.7,3,6,5,1,"15","College",3,"4",5,5,7,15,100,"Concrete plan"
"Female","Female","Yes","Big City Suburb","Asian","Christian",5,25,4,10,3,2,1,"13","High School",16,"2",14,5,7,20,100,"Grad School"
"Female","Female","No","Big City Suburb","Asian","Muslim",6,28,3.6,0,0,1,2,"17","middle school",7,"6",5,5,9,0,10,"Nervous"
"Female","Female","No","Big City","Hispanic","Christian",8,23,2,7,3,0,1,"13","High School",6,"10 or more",3,5,9,30,0,"Grad School"
"Female","Female","No","Big City Suburb","White","Christian",3,27,3.2,4,30,2,1,"14","College",3,"2",4,3,8,0,50,"No Idea"
"Female","Female","No","Big City Suburb","Asian","Buddhist",3,27,3.2,6,1,0,2,"15","middle school",3,"4",5,3,7,0,100,"Some Idea"
"Male","Male","Yes","Medium City","White","Christian",1,28,2.7,7,12,1,1,"15","High School",1,"1",4,6,9,0,90,"Nervous"
"Female","Female","Yes","Medium City","Asian","Hindu",9,27,2.8,0,0,0,0,"still waiting","High School",5,"1",8,5,10,0,0,"Nervous"
"Female","Female","No","Big City Suburb","Mixed","Other Religion",3,20,2.5,0,0,3,5,"16","Kindergarten",14,"2",3,5,7,0,10,"Nervous"
"Female","Female","No","Big City Suburb","White","Christian",4,22,3,15,10,1,1,"13","High School",7,"2",5,8,6,0,80,"Grad School"
"Female","Female","Yes","Small Town","White","Christian",7,28,3.7,12,10,5,0,"18","College",6,"3",10,9,8,0,30,"Concrete plan"
"Male","Male","No","Big City Suburb","Black","Christian",10,19,4,1,0,20,3,"16","High School",3,"1",7,10,10,0,0,"Concrete plan"
"Female","Female","No","Big City Suburb","Asian","Atheist",0,33,4,2,0,6,2,"16","middle school",5,"1",10,7,10,0,100,"Grad School"
"Female","Female","No","Big City Suburb","Asian","Other Religion",0,28,3.7,1,2,0,0,"still waiting","High School",13,"2",6,7,9,0,100,"Some Idea"
"Female","Female","Yes","Medium City","White","Christian",7,31,3.8,10,10,1,1,"16","College",1,"4",4,3,9,0,100,"Nervous"
"Female","Female","Yes","Big City Suburb","White","Christian",7,29,4,3,1,0,0,"14","High School",3,"1",12,7,9,0,80,"Nervous"
"Male","Male","No","Big City","Hispanic","Atheist",0,24,3,1,1,1,1,"11","College",2,"4",11,8,1,30,0,"Concrete plan"
"Female","Female","Yes","Medium City","Hispanic","Christian",5,17,2.9,35,30,0,5,"16","High School",5,"10 or more",10,0,9,15,50,"No Idea"
"Male","Male","Yes","Big City Suburb","Asian","Hindu",6,34,3.7,10,5,5,3,"16","College",7,"2",8,7,7,15,90,"Nervous"
"Male","Male","Yes","Small Town","White","Christian",8,28,2.8,3,0,1,1,"15","College",1,"1",5,7,9,0,90,"Some Idea"
"Male","Male","No","Big City","Black","Christian",7,18,3.9,1,0,0,2,"16","High School",30,"4",5,5,10,20,0,"Grad School"
"Female","Female","No","Big City Suburb","White","Christian",8,26,3.5,7,5,2,2,"13","College",5,"2",10,8,9,5,10,"Concrete plan"
"Male","Male","Yes","Big City Suburb","White","Christian",3,31,3.2,7,10,6,0,"14","College",4,"1",5,8,9,15,90,"Nervous"
"Female","Female","No","Big City Suburb","White","Other Religion",4,23,3.4,12,12,10,0,"14","College",5,"4",5,5,5,0,20,"Grad School"
"Male","Male","Yes","Small Town","White","Christian",1,30,3.4,10,13,7,3,"13","College",2,"3",4,5,10,0,100,"Grad School"
