"gender","genderID","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","socialMedia","texts","goodOrWell","parentRelationship","workHr","tuition","career"
"Female","Female","No","Big City","Asian","Other Religion",4,28,3.5,0,0,0,1,"still waiting","lower grades",2,"1",3,7,10,0,0,"No Idea"
"Female","Female","No","Medium City","Asian","Christian",8,34,3.2,0,0,0,1,"15","college",2,"7",6,5,8,0,100,"Nervous"
"Female","Female","No","Big City Subrub","White","Christian",8,26,4,0,0,1,1,"16","high school",6,"1",5,7,8,0,100,"Concrete plan"
"Female","Female","No","Big City","Asian","Agnostic",2,23,3.1,0,0,0,0,"18","kindergarten",3,"4",3,3,6,0,20,"Nervous"
"Male","Male","No","Big City","White","Christian",8,26,3.8,5,4,1,1,"14","high school",6,"2",5,2,10,10,20,"Concrete plan"
"Female","Female","Yes","Big City Subrub","White","Other Religion",0,30,2.7,5,10,20,3,"15","college",0,"2",10,7,6,15,0,"Nervous"
"Male","Male","No","Medium City","Hispanic","Christian",5,21,2.9,0,0,0,3,"11","high school",4,"2",4,5,10,0,30,"Nervous"
"Female","Female","No","Big City Subrub","White","Christian",5,31,4,0,0,0,0,"still waiting","kindergarten",0,"3",1,4,8,0,100,"Grad School"
"Female","Female","No","Big City","Black","Christian",7,19,3.7,50,50,3,1,"17","kindergarten",3,"6",5,0,10,10,10,"Grad School"
"Female","Other","No","Big City","Other","Other Religion",5,32,3.2,3,1,5,1,"14","college",1,"5",2,7,3,20,0,"Some Idea"
"Female","Female","No","Big City","Asian","Atheist",0,35,3,0,0,0,0,"still waiting","middle school",50,"3",3,8,10,0,90,"Some Idea"
"Male","Female","Yes","Small Town","White","Christian",3,28,2.8,12,15,3,1,"15","college",10,"5",5,5,8,0,70,"Nervous"
"Female","Female","No","Medium City","White","Christian",10,27,3.5,0,0,0,1,"18","college",3,"2",6,1,8,0,100,"Grad School"
"Female","Female","Yes","Big City Subrub","Hispanic","Christian",3,24,3.4,6,4,3,1,"16","high school",3,"3",3,10,7,20,20,"Some Idea"
"Female","Female","No","Big City Subrub","White","Christian",2,26,3.9,15,21,3,0,"16","college",1,"3",2,5,6,10,90,"Nervous"
"Female","Female","Yes","Big City Subrub","Asian","Christian",5,26,3.7,15,30,10,0,"13","college",1,"3",5,5,9,0,100,"Concrete plan"
"Female","Female","No","Medium City","Hispanic","Christian",6,24,3.5,6,6,5,1,"17","college",3,"4",3,10,8,10,100,"Grad School"
"Female","Female","No","Big City Subrub","Asian","Agnostic",0,28,2.7,0,0,1,1,"18","college",1,"3",4,0,8,0,80,"Nervous"
"Female","Female","No","Big City Subrub","White","Agnostic",4,27,3.2,0,20,5,1,"16","college",3,"10 or more",2,4,8,15,100,"No Idea"
"Female","Female","No","Big City Subrub","Black","Christian",10,24,3.4,6,1,0,1,"17","college",1,"4",6,8,9,0,0,"Concrete plan"
"Female","Female","No","Big City","Asian","Buddhist",4,30,3.6,0,0,0,0,"still waiting","high school",14,"4",6,6,9,0,100,"No Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",5,28,3.5,30,20,5,1,"12","college",3,"3",6,5,8,0,100,"Grad School"
"Female","Female","No","Big City","Black","Christian",8,23,2.8,2,3,1,1,"16","high school",21,"5",3,10,9,20,50,"Grad School"
"Female","Female","No","Big City","Black","Christian",5,22,2.9,0,0,17,10,"10","high school",7,"0",4,0,8,0,0,"Concrete plan"
"Male","Male","No","Big City Subrub","Black","Muslim",0,24,2.7,6,2,0,1,"11","college",1,"3",3,4,7,10,0,"Grad School"
"Male","Male","Yes","Small Town","White","Christian",3,31,2.9,30,50,21,1,"14","college",2,"3",10,8,9,0,50,"Concrete plan"
"Female","Female","Yes","Big City Subrub","White","Jewish",4,27,3.3,6,2,0,0,"13","college",5,"3",6,0,10,0,100,"Concrete plan"
"Female","Female","Yes","Big City Subrub","White","Christian",6,24,3.6,5,5,6,0,"16","college",7,"2",5,0,10,0,90,"Concrete plan"
"Male","Male","Yes","Big City Subrub","White","Jewish",4,32,3,10,12,4,1,"12","college",4,"3",5,5,7,0,80,"No Idea"
"Female","Female","No","Big City","Black","Christian",7,21,1.9,4,1,1,3,"15","high school",10,"3",6,5,6,10,0,"Nervous"
"Female","Female","No","Medium City","Hispanic","Christian",6,31,4,10,5,48,2,"14","college",4,"1",3,3,8,0,30,"Grad School"
"Female","Female","Yes","Big City","Asian","Agnostic",1,28,3.4,12,0,4,1,"13","college",2,"2",5,10,9,0,100,"Some Idea"
"Male","Male","No","Medium City","White","Atheist",0,32,3.3,4,5,0,0,"8","lower grades",1,"1",9,4,7,15,50,"Some Idea"
"Female","Female","No","Medium City","Hispanic","Christian",2,32,3.5,0,0,1,1,"16","kindergarten",1,"1",3,1,9,0,100,"Grad School"
"Male","Male","No","Big City Subrub","White","Christian",4,32,2.6,6,8,2,4,"14","college",1,"2",5,3,8,0,10,"Concrete plan"
"Female","Female","No","Big City","Asian","Hindu",3,32,1.3,0,0,0,0,"still waiting","high school",2,"2",5,6,7,0,100,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Agnostic",0,28,3.2,8,12,6,2,"14","college",1,"1",4,5,7,15,50,"Nervous"
"Female","Female","No","Big City Subrub","Asian","Christian",8,30,2.6,1,3,1,1,"18","college",1,"1",4,2,3,0,100,"Some Idea"
"Male","Male","No","Big City","Asian","Agnostic",0,34,3.6,0,0,1,4,"12","middle school",3,"3",5,7,10,10,100,"Nervous"
"Female","Female","No","Small Town","White","Agnostic",0,25,3.8,6,6,2,1,"12","college",2,"1",6,5,10,0,100,"Nervous"
"Female","Female","No","Small Town","Hispanic","Christian",5,22,3.3,2,5,1,1,"12","college",3,"2",3,5,8,0,70,"Concrete plan"
"Female","Female","No","Big City Subrub","Hispanic","Christian",5,26,3.1,10,10,3,1,"15","college",1,"2",3,4,8,0,20,"No Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",7,23,3.7,10,18,6,1,"12","college",13,"2",14,2,9,0,100,"Grad School"
"Male","Male","No","Big City Subrub","Black","Christian",9,20,3.7,10,0,0,2,"17","college",4,"10 or more",7,10,8,0,0,"Grad School"
"Female","Female","No","Big City","White","Christian",5,32,3.8,9,4,3,3,"13","college",1,"3",6,6,9,0,10,"Nervous"
"Female","Female","No","Big City","Asian","Agnostic",2,30,4,0,0,0,0,"17","middle school",1,"10 or more",5,10,7,0,100,"Some Idea"
"Male","Other","No","Small Town","White","Christian",2,24,3.1,0,0,0,1,"15","high school",1,"4",1,5,6,0,0,"Some Idea"
"Male","Male","No","Medium City","Asian","Atheist",6,31,3.6,2,2,3,1,"16","high school",1,"1",5,8,10,0,100,"Nervous"
"Female","Female","No","Big City","White","Christian",3,27,3.8,0,0,0,0,"still waiting","high school",4,"3",5,3,9,0,100,"Nervous"
"Male","Male","No","Medium City","Other","Atheist",0,26,2.7,0,0,0,2,"16","middle school",1,"10 or more",3,3,8,0,100,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Atheist",0,27,3.3,3,3,0,0,"13","high school",4,"3",5,6,8,0,100,"Some Idea"
"Female","Female","Yes","Big City Subrub","White","Jewish",7,30,3.6,19,20,4,3,"12","high school",4,"4",20,5,10,0,30,"Nervous"
"Female","Female","Yes","Small Town","White","Christian",8,27,3.3,2,1,1,1,"16","college",5,"5",2,5,9,0,20,"Grad School"
"Female","Female","Yes","Medium City","White","Jewish",6,24,4,8,10,6,1,"13","high school",10,"4",6,5,9,0,100,"No Idea"
"Female","Female","No","Big City","Black","Christian",9,26,3.3,0,0,0,0,"18","college",5,"2",5,3,8,15,90,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",6,29,3.3,10,15,1,1,"15","middle school",1,"6",10,5,7,0,70,"Nervous"
"Female","Female","No","Big City Subrub","Asian","Christian",3,27,3.5,6,2,3,2,"17","college",2,"7",5,6,8,10,10,"No Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",10,25,3.7,6,6,4,3,"14","middle school",7,"1",7,7,10,0,100,"Some Idea"
"Female","Female","Yes","Medium City","White","Christian",3,31,3.9,8,4,0,0,"still waiting","high school",1,"2",8,5,10,0,100,"Grad School"
"Female","Female","No","Small Town","Hispanic","Christian",5,24,3.3,7,8,0,1,"16","college",1,"4",6,4,7,5,100,"Other"
"Male","Male","No","Medium City","Asian","Atheist",0,33,3.9,2,3,0,0,"17","college",2,"3",2,7,4,0,100,"No Idea"
"Male","Male","No","Big City","Black","Christian",8,23,2,6,1,10,2,"7","middle school",5,"5",5,8,5,15,10,"Concrete plan"
"Female","Female","No","Small Town","White","Christian",2,28,3.9,3,3,6,2,"17","high school",2,"2",2,5,7,0,100,"Grad School"
"Male","Male","No","Big City","Asian","Agnostic",2,30,4,4,0,4,1,"17","college",3,"2",10,10,9,0,90,"Other"
"Male","Male","Yes","Big City Subrub","White","Agnostic",0,30,2,16,32,2,2,"16","college",4,"4",10,5,10,0,40,"No Idea"
"Female","Female","No","Small Town","Asian","Christian",8,25,3.6,0,0,1,2,"14","college",1,"4",5,8,10,10,70,"Grad School"
"Female","Female","No","Medium City","Hispanic","Other Religion",2,30,4,2,0,0,0,"still waiting","high school",2,"5",9,10,8,5,0,"Some Idea"
"Male","Male","Yes","Big City Subrub","White","Christian",2,27,1,10,5,1,2,"14","college",0,"2",1,6,1,0,0,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",7,32,3.8,7,7,0,0,"14","high school",5,"2",6,5,9,0,50,"Some Idea"
"Female","Female","No","Small Town","Black","Christian",7,23,3.3,5,2,0,0,"16","college",8,"1",5,9,8,10,0,"Concrete plan"
"Female","Female","Yes","Big City Subrub","White","Christian",8,27,3.5,10,4,0,0,"19","college",5,"6",12,3,8,0,10,"Nervous"
"Male","Male","No","Big City","Asian","Atheist",0,27,3.2,0,0,1,1,"19","college",1,"3",3,7,9,0,100,"Nervous"
"Male","Male","Yes","Big City","Hispanic","Other Religion",3,25,2.7,2,1,1,1,"15","high school",2,"1",3,4,5,10,10,"Nervous"
"Female","Female","Yes","Big City Subrub","Hispanic","Other Religion",6,27,3.3,3,0,1,2,"13","high school",8,"4",5,7,10,10,10,"Concrete plan"
"Male","Male","No","Big City Subrub","Asian","Christian",5,28,2.3,1,0,0,1,"19","college",2,"0",3,5,10,0,80,"Nervous"
"Male","Male","Yes","Big City Subrub","Hispanic","Other Religion",5,27,2.8,6,12,1,1,"14","college",5,"10 or more",8,8,10,20,0,"Nervous"
"Female","Female","No","Big City","Asian","Buddhist",8,31,4,0,0,0,2,"14","high school",2,"5",8,8,7,15,100,"Grad School"
"Male","Male","Yes","Big City Subrub","White","Christian",5,31,3.3,3,6,2,1,"14","college",4,"1",4,6,9,0,90,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",7,30,3.4,6,3,0,0,"still waiting","college",10,"5",3,2,8,10,70,"No Idea"
"Female","Female","No","Medium City","Asian","Christian",8,31,3.9,38,15,0,0,"still waiting","college",4,"4",5,8,10,0,100,"Grad School"
"Male","Male","No","Big City Subrub","White","Atheist",0,28,3.2,0,0,0,0,"still waiting","kindergarten",3,"2",2,8,9,0,100,"No Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",1,29,3.7,6,0,1,1,"14","college",0,"2",1,6,8,0,100,"Some Idea"
"Female","Female","No","Big City Subrub","White","Christian",3,22,3.5,10,10,1,1,"13","college",0,"1",3,4,3,0,0,"Some Idea"
"Female","Female","No","Big City Subrub","White","Christian",6,26,2.2,6,8,1,1,"15","high school",3,"4",10,6,9,0,100,"Nervous"
"Male","Male","Yes","Big City Subrub","White","Christian",5,28,3.1,10,20,3,1,"14","college",5,"2",50,6,9,0,30,"Some Idea"
"Male","Male","No","Big City Subrub","White","Christian",3,30,3.7,6,10,0,4,"15","lower grades",3,"2",2,6,10,30,80,"Grad School"
"Female","Female","Yes","Big City Subrub","White","Christian",7,26,3.4,6,6,1,1,"14","college",3,"4",3,5,10,0,100,"Concrete plan"
"Male","Male","No","Big City","Hispanic","Christian",5,31,2.8,7,10,0,4,"8","college",7,"3",3,5,6,0,20,"Concrete plan"
"Male","Male","Yes","Small Town","White","Christian",6,27,2.9,15,30,6,2,"12","college",10,"2",10,8,9,0,60,"Nervous"
"Female","Female","No","Big City","Hispanic","Other Religion",4,22,1.5,8,10,7,1,"15","college",1,"4",1,5,9,15,0,"Nervous"
"Male","Male","No","Big City","Asian","Other Religion",3,33,3.6,0,0,2,1,"still waiting","college",3,"5",6,4,10,0,100,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",3,31,3.6,12,15,3,1,"15","high school",5,"6",10,2,10,0,0,"Grad School"
"Male","Male","No","Big City Subrub","White","Atheist",0,33,3.4,0,0,0,0,"14","college",2,"2",2,6,9,0,50,"Nervous"
"Male","Male","No","Small Town","White","Christian",5,19,2.9,4,25,8,2,"12","college",3,"3",5,10,10,0,0,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",4,31,4,9,20,1,1,"16","high school",1,"5",25,5,10,0,90,"No Idea"
"Male","Male","No","Big City","Asian","Buddhist",1,31,3,0,0,0,1,"16","college",0,"8",3,0,8,0,90,"Some Idea"
"Female","Female","Yes","Big City","Hispanic","Christian",3,27,3,10,20,3,2,"15","college",14,"10 or more",5,9,9,25,30,"Grad School"
"Male","Male","No","Small Town","White","Christian",5,36,2.9,0,36,40,1,"17","college",3,"0",2,7,10,5,0,"Nervous"
"Male","Male","No","Big City Subrub","Asian","Christian",2,35,3.8,2,2,1,1,"15","college",0,"2",4,9,2,0,50,"Nervous"
"Female","Female","Yes","Big City Subrub","Hispanic","Christian",6,27,2.9,20,20,2,1,"15","college",35,"3",15,10,10,0,100,"Concrete plan"
"Male","Male","Yes","Medium City","White","Christian",5,31,3.6,15,50,3,0,"18","college",3,"2",12,5,6,0,100,"Grad School"
"Female","Female","No","Big City Subrub","Asian","Atheist",0,28,4,12,8,0,0,"17","college",2,"6",5,7,4,0,100,"Nervous"
"Female","Female","Yes","Big City Subrub","Black","Christian",9,24,3.7,2,4,0,1,"12","college",7,"3",3,7,8,10,0,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Agnostic",0,26,2.5,10,15,3,3,"12","college",3,"3",10,4,7,0,100,"Some Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",7,26,3.1,10,15,10,1,"13","college",5,"4",4,5,10,10,30,"Nervous"
"Female","Female","No","Medium City","Asian","Muslim",4,33,3.1,8,10,3,2,"16","high school",7,"5",12,3,3,0,100,"Nervous"
"Male","Male","Yes","Big City Subrub","Asian","Atheist",5,30,4,9,11,8,6,"12","high school",20,"6",28,5,4,10,40,"Other"
"Female","Female","Yes","Small Town","White","Christian",3,27,3.8,8,20,1,0,"17","high school",5,"5",3,1,9,10,100,"Concrete plan"
"Female","Female","Yes","Small Town","White","Christian",6,25,2,20,15,4,2,"13","college",14,"5",5,3,10,0,80,"Nervous"
"Male","Male","No","Big City","Asian","Atheist",0,27,3.3,0,0,1,3,"11","college",1,"5",3,6,8,0,100,"Nervous"
"Female","Female","No","Big City","White","Christian",6,30,2.4,5,5,3,0,"18","college",20,"2",2,8,10,15,0,"Nervous"
"Female","Female","No","Big City","Hispanic","Agnostic",0,21,2.7,0,3,0,0,"14","college",4,"7",2,7,10,0,0,"No Idea"
"Male","Male","No","Medium City","White","Agnostic",2,33,3,15,36,5,2,"16","college",0,"2",4,6,6,0,100,"Grad School"
"Male","Male","No","Big City Subrub","Asian","Hindu",4,31,3.2,3,0,1,2,"16","high school",2,"2",5,7,10,0,100,"Nervous"
"Female","Female","No","Big City Subrub","White","Other Religion",7,26,3.2,8,5,0,1,"15","middle school",4,"3",4,10,9,0,100,"Grad School"
"Male","Male","No","Big City","Asian","Atheist",0,32,4,2,0,0,0,"still waiting","high school",1,"2",3,9,5,0,100,"Grad School"
"Female","Female","No","Big City","Asian","Agnostic",0,30,3.9,0,0,1,3,"18","college",1,"3",2,5,9,10,30,"Some Idea"
"Female","Female","No","Big City Subrub","Asian","Christian",9,29,2.3,0,0,0,0,"still waiting","lower grades",3,"8",16,5,10,0,100,"Nervous"
"Male","Male","Yes","Big City","Hispanic","Other Religion",5,20,2.8,12,50,6,0,"15","high school",7,"6",4,9,10,0,0,"Nervous"
"Female","Female","No","Big City Subrub","White","Christian",8,27,3.1,25,24,4,1,"18","high school",5,"2",9,6,7,25,100,"Nervous"
"Female","Female","Yes","Medium City","White","Christian",4,24,3.9,10,10,1,1,"15","college",5,"2",10,5,10,0,100,"Some Idea"
"Female","Female","No","Big City Subrub","White","Christian",0,30,2.8,6,10,4,1,"15","college",2,"2",5,1,7,15,90,"Nervous"
"Male","Male","Yes","Big City","Hispanic","Christian",1,21,3.1,3,6,2,1,"15","high school",3,"2",3,8,8,0,0,"No Idea"
"Male","Male","No","Big City Subrub","Asian","Christian",0,32,3.6,0,0,0,0,"16","high school",5,"1",12,6,9,0,90,"No Idea"
"Female","Female","No","Big City","Hispanic","Christian",6,26,3.5,4,7,1,2,"12","college",1,"2",3,6,7,0,0,"Nervous"
"Male","Male","No","Medium City","Black","Atheist",0,30,2.5,0,0,0,0,"still waiting","college",3,"2",2,5,9,0,30,"Concrete plan"
"Female","Female","No","Big City","Asian","Atheist",0,30,3.1,3,0,0,0,"still waiting","middle school",1,"4",2,6,8,0,100,"Some Idea"
"Female","Female","Yes","Big City","White","Christian",2,29,3.7,20,20,13,0,"16","college",0,"2",10,5,10,0,100,"Nervous"
"Male","Male","No","Big City Subrub","Asian","Buddhist",6,32,3.7,0,0,0,4,"13","high school",3,"10 or more",10,10,10,0,100,"No Idea"
"Female","Female","No","Big City Subrub","White","Atheist",0,28,3.3,3,1,0,1,"13","college",7,"3",10,5,9,0,90,"Nervous"
"Female","Female","No","Big City","Asian","Buddhist",6,31,4,3,0,0,0,"still waiting","middle school",1,"5",1,9,7,10,100,"Nervous"
"Female","Female","No","Big City","Hispanic","Other Religion",0,24,3.1,6,6,1,3,"14","college",0,"3",3,5,6,20,0,"Some Idea"
"Female","Female","Yes","Big City Subrub","Asian","Muslim",5,27,3.3,1,0,0,0,"17","college",7,"4",4,0,7,0,90,"Grad School"
"Female","Female","Yes","Big City Subrub","White","Christian",7,30,2.7,7,22,6,2,"15","middle school",2,"3",10,2,8,0,100,"No Idea"
"Female","Female","No","Big City Subrub","White","Christian",5,28,3.2,0,0,0,0,"still waiting","high school",1,"1",2,5,9,0,0,"No Idea"
"Female","Female","No","Big City","White","Christian",5,30,3.3,5,0,0,0,"7","college",7,"2",10,6,10,0,100,"Other"
"Female","Female","Yes","Big City Subrub","White","Agnostic",0,29,3,7,10,1,1,"17","college",1,"3",5,7,8,0,0,"Some Idea"
"Female","Female","No","Big City","Other","Christian",1,28,3.8,1,0,0,1,"15","middle school",10,"2",10,7,10,0,10,"Grad School"
"Male","Male","No","Big City Subrub","White","Agnostic",3,29,2.6,0,0,0,0,"still waiting","high school",1,"1",4,3,10,0,50,"Some Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",2,29,4,3,2,0,0,"15","college",7,"1",10,7,8,0,100,"Grad School"
"Female","Female","Yes","Big City Subrub","White","Christian",5,29,3.2,15,15,9,4,"15","college",4,"3",10,7,10,15,100,"Some Idea"
"Female","Female","No","Small Town","Other","Christian",5,23,3.2,0,0,0,0,"still waiting","college",4,"10 or more",4,5,8,0,0,"Nervous"
"Male","Male","No","Big City","Black","Christian",7,24,3.2,4,1,2,0,"5","middle school",10,"2",5,5,10,10,0,"Concrete plan"
"Female","Female","No","Big City Subrub","Black","Christian",5,28,3.5,3,0,0,2,"13","college",3,"4",5,8,8,0,0,"Some Idea"
"Female","Female","Yes","Big City Subrub","White","Atheist",0,30,3.2,6,10,3,1,"15","college",5,"2",12,5,5,0,100,"Some Idea"
"Male","Male","No","Small Town","Asian","Christian",1,32,3.1,10,7,3,1,"14","lower grades",1,"3",5,6,8,0,100,"Some Idea"
"Female","Female","No","Small Town","Hispanic","Agnostic",2,25,3.6,10,10,6,3,"13","college",5,"5",4,7,9,0,60,"Nervous"
"Male","Male","Yes","Medium City","Asian","Christian",7,31,2.7,3,2,0,0,"14","college",1,"2",3,5,7,0,100,"Nervous"
"Male","Male","Yes","Medium City","White","Christian",5,31,3.2,25,40,6,1,"16","high school",1,"2",20,8,3,0,90,"No Idea"
"Female","Female","No","Big City Subrub","Hispanic","Christian",4,21,3.2,1,0,1,1,"15","lower grades",1,"5",9,8,6,0,100,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",3,26,3.1,4,15,1,0,"16","college",1,"3",5,7,8,0,100,"Some Idea"
"Male","Male","No","Small Town","Other","Agnostic",0,24,3.1,0,0,0,0,"still waiting","high school",0,"3",3,0,6,0,100,"Nervous"
"Male","Male","Yes","Big City Subrub","White","Christian",4,28,3,50,20,8,0,"14","college",2,"1",5,10,9,0,100,"Grad School"
"Female","Female","Yes","Big City Subrub","White","Christian",8,26,3.6,0,0,2,2,"15","college",4,"2",10,5,8,0,100,"Concrete plan"
"Male","Male","No","Medium City","White","Christian",8,24,2.7,5,10,6,0,"16","high school",3,"1",8,7,9,0,70,"Some Idea"
"Female","Female","No","Big City Subrub","Black","Christian",1,28,4,14,0,0,1,"15","lower grades",0,"4",4,1,9,0,0,"Some Idea"
"Male","Male","No","Big City","Asian","Atheist",2,30,3.8,8,3,1,1,"18","college",5,"4",4,8,10,10,100,"Some Idea"
"Female","Female","Yes","Big City Subrub","White","Jewish",3,31,3.1,35,30,25,2,"14","college",1,"7",15,6,9,0,100,"Grad School"
"Male","Male","No","Medium City","Asian","Atheist",2,30,3.1,0,0,0,0,"still waiting","kindergarten",3,"2",0,5,6,0,90,"Some Idea"
"Female","Female","No","Big City","Asian","Atheist",1,30,3.8,1,1,0,0,"still waiting","high school",4,"2",7,9,9,0,100,"Nervous"
"Male","Male","No","Small Town","White","Christian",4,24,2.6,0,0,1,1,"14","college",1,"1",4,5,7,0,20,"Concrete plan"
"Female","Female","Yes","Small Town","White","Christian",6,28,3.9,10,20,1,1,"13","high school",1,"1",3,7,10,0,70,"No Idea"
"Female","Female","Yes","Big City Subrub","Hispanic","Christian",2,31,3.6,6,5,2,2,"12","high school",4,"2",3,2,7,5,50,"Grad School"
"Male","Male","No","Big City","White","Christian",5,28,3.6,10,7,1,2,"18","high school",6,"1",3,5,8,15,90,"No Idea"
"Female","Female","No","Big City Subrub","Hispanic","Agnostic",0,31,1.9,10,6,3,2,"12","college",1,"4",6,8,10,0,60,"Nervous"
"Male","Male","No","Big City Subrub","Asian","Atheist",0,29,2.1,0,0,0,0,"still waiting","college",1,"1",1,2,3,0,30,"Concrete plan"
"Female","Female","No","Big City Subrub","Asian","Atheist",0,26,3.8,8,3,1,0,"5","kindergarten",1,"1",0,2,0,0,0,"No Idea"
"Female","Female","No","Small Town","White","Agnostic",4,26,2.7,4,12,2,2,"15","high school",6,"6",5,0,9,0,40,"No Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",0,29,3.8,5,8,3,1,"17","college",2,"2",5,0,10,0,90,"Grad School"
"Male","Male","Yes","Medium City","Other","Agnostic",2,27,3.6,10,21,3,1,"15","college",2,"1",5,6,9,0,20,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Jewish",1,25,3.7,6,2,6,1,"14","college",3,"4",6,6,9,0,100,"Concrete plan"
"Female","Female","No","Big City Subrub","Asian","Buddhist",4,28,3.3,0,1,1,1,"13","high school",2,"1",3,6,7,5,100,"Some Idea"
"Female","Female","No","Big City","Asian","Other Religion",2,30,2.5,2,0,2,3,"16","middle school",3,"7",2,5,8,0,100,"Some Idea"
"Female","Female","Yes","Small Town","White","Christian",8,25,2.7,1,0,1,1,"15","high school",3,"10 or more",6,8,7,40,0,"Nervous"
"Male","Male","Yes","Medium City","White","Christian",7,25,3.3,10,25,4,0,"19","high school",14,"1",4,6,9,0,100,"Grad School"
"Female","Female","No","Big City","Asian","Agnostic",3,25,3.5,5,1,2,1,"17","college",3,"2",2,8,6,0,100,"Grad School"
"Female","Female","No","Big City Subrub","White","Christian",4,30,4,2,10,0,0,"17","high school",3,"1",5,5,8,0,50,"Nervous"
"Female","Female","No","Medium City","White","Christian",8,23,3.5,3,2,5,3,"5","high school",5,"4",5,3,9,20,10,"Some Idea"
"Male","Male","No","Small Town","White","Christian",1,27,2.1,15,20,3,1,"16","college",0,"4",2,9,10,0,0,"Nervous"
"Male","Male","No","Small Town","White","Agnostic",0,29,3.4,10,20,2,2,"14","high school",4,"3",3,5,8,10,90,"Nervous"
"Female","Female","Yes","Big City Subrub","Hispanic","Other Religion",3,22,2.8,5,0,1,0,"20","college",4,"5",5,4,10,0,0,"Concrete plan"
"Female","Female","No","Medium City","White","Christian",5,24,3.7,5,6,0,0,"16","college",2,"3",7,10,10,10,100,"Nervous"
"Female","Female","No","Medium City","White","Christian",8,36,3.5,10,4,0,1,"12","college",2,"2",6,5,9,0,100,"No Idea"
"Female","Female","No","Small Town","Other","Christian",5,32,2.7,1,1,2,0,"23","college",0,"5",5,8,8,0,0,"Concrete plan"
"Female","Female","No","Small Town","White","Atheist",0,28,3.8,0,5,1,1,"14","college",1,"2",5,5,8,0,30,"Some Idea"
"Female","Female","No","Big City Subrub","White","Christian",9,25,3.8,15,8,2,2,"15","high school",3,"3",3,3,8,0,10,"Some Idea"
"Male","Male","No","Small Town","Other","Other Religion",5,23,2.5,2,2,7,1,"20","lower grades",8,"3",5,0,7,5,50,"Concrete plan"
"Female","Female","No","Big City Subrub","Asian","Hindu",1,35,2.8,12,10,0,0,"18","college",7,"6",9,3,5,0,100,"Some Idea"
"Male","Male","No","Small Town","White","Christian",4,25,3.6,6,8,13,3,"15","college",5,"2",7,7,9,20,30,"Grad School"
"Female","Female","Yes","Medium City","White","Christian",3,26,3.7,50,50,50,0,"15","college",3,"3",5,9,9,0,100,"No Idea"
"Female","Female","No","Big City","Other","Christian",10,32,3.9,0,0,0,0,"12","high school",2,"2",5,7,10,0,100,"Nervous"
"Male","Male","No","Big City Subrub","Asian","Other Religion",0,22,2.4,0,2,5,2,"13","college",7,"6",4,6,8,25,40,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Jewish",5,25,4,2,12,1,0,"14","high school",2,"6",6,10,9,0,100,"Nervous"
"Female","Female","No","Big City Subrub","White","Jewish",3,26,3.4,6,3,0,0,"15","college",5,"6",11,5,8,0,100,"Nervous"
"Female","Female","No","Big City","Hispanic","Christian",2,24,2,11,2,0,1,"14","high school",2,"6",5,8,9,0,90,"Nervous"
"Female","Female","No","Big City","Other","Agnostic",1,29,3.5,4,3,0,3,"13","high school",5,"5",3,5,5,0,0,"Some Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",2,32,3.5,2,10,2,1,"14","college",2,"3",11,8,8,0,100,"Some Idea"
"Female","Female","No","Big City","Black","Christian",6,21,1,0,0,0,0,"18","college",3,"2",4,5,8,10,10,"Some Idea"
"Female","Female","No","Big City Subrub","White","Atheist",0,29,3.7,5,4,1,1,"17","high school",2,"4",3,8,7,5,10,"Nervous"
"Male","Male","No","Big City","Hispanic","Christian",7,25,3.6,10,7,50,0,"18","college",3,"2",2,8,9,0,70,"Grad School"
"Male","Male","No","Small Town","White","Agnostic",2,24,2.9,5,40,14,1,"6","high school",1,"3",5,10,8,0,0,"Concrete plan"
"Male","Male","No","Big City Subrub","Asian","Other Religion",1,30,3.2,5,1,0,1,"17","college",3,"5",20,5,5,10,100,"Some Idea"
"Male","Male","No","Big City Subrub","White","Christian",6,21,3.4,10,7,1,1,"16","college",5,"4",3,7,7,25,50,"Nervous"
"Male","Male","Yes","Medium City","White","Christian",5,25,3.4,3,4,0,1,"18","kindergarten",2,"1",3,7,10,0,90,"Some Idea"
