"gender","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","vote","politicalParty","president","workHr","tuition"
"male","yes","small town","White","Atheist",0,32,2.7,20,10,2,0,"no",0,5,5,8,0,"Other","Not Voting",0,90
"female","yes","big city suburb","White","Christian",8,33,3.9,4,1,0,0,"no",5,2,4,5,7,"Democrat","Obama",0,80
"female","yes","big city suburb","Mixed","Christian",3,26,3,8,5,3,1,"no",1,5,3,0,0,"Other","Not Voting",20,0
"male","no","medium city","White","Christian",5,23,3.1,2,0,5,5,"no",8,8,10,5,10,"Republican","Romney",0,0
"female","no","big city suburb","White","Agnostic",0,28,2.9,6,18,2,0,"yes",0,0,5,5,10,"Democrat","Obama",45,20
"male","yes","big city suburb","Asian","Atheist",1,35,4,14,11,5,10,"no",0,2,7,10,10,"Democrat","Obama",15,10
"female","no","big city suburb","Mixed","Christian",2,26,4,0,0,0,0,"no",4,3,5,2,0,"Democrat","Not Voting",0,20
"female","yes","big city suburb","White","Christian",2,30,2.7,4,2,0,3,"no",0,5,4,7,3,"Other","Undecided",0,90
"female","yes","big city suburb","Hispanic","Christian",6,22,2.7,11,9,2,2,"no",5,5,6,0,8,"Republican","Undecided",10,30
"female","yes","big city suburb","Asian","Other Religion",5,28,3.3,10,7,2,5,"no",7,2,5,8,3,"Other","Undecided",0,100
"male","no","small town","Asian","Atheist",0,34,3.3,0,0,0,2,"no",8,5,3,8,2,"Other","Undecided",0,100
"female","no","small town","White","Christian",4,26,4,10,11,3,10,"no",3,4,6,5,5,"Other","Undecided",15,40
"female","yes","big city suburb","White","Atheist",0,28,3.2,15,35,3,0,"no",0,3,8,2,8,"Other","Undecided",0,100
"male","no","big city","Black","Christian",7,24,2.5,0,0,1,8,"no",7,5,3,5,10,"Democrat","Obama",15,10
"male","no","big city suburb","White","Christian",10,29,3.8,1,0,0,5,"no",8,6,5,3,10,"Republican","Undecided",0,80
"female","no","big city suburb","White","Christian",7,24,3.3,4,4,1,5,"no",7,5,8,7,10,"Republican","Romney",15,90
"female","yes","small town","White","Christian",7,25,2.6,9,12,20,5,"no",8,5,5,6,0,"Other","Not Voting",20,0
"male","yes","small town","White","Christian",0,28,3,6,15,3,5,"no",0,7,5,8,9,"Republican","Romney",25,100
"female","no","big city suburb","White","Christian",5,28,3.4,10,5,0,0,"yes",8,3,5,8,10,"Other","Obama",0,70
"male","no","big city","Asian","Christian",2,26,2.7,4,10,3,3,"no",3,4,7,6,3,"Democrat","Obama",0,100
"female","no","small town","White","Christian",8,23,3.4,0,0,1,0,"no",5,10,7,6,9,"Republican","Romney",0,20
"male","no","big city","Hispanic","Christian",9,24,1.7,6,10,1,10,"no",5,7,8,10,0,"Republican","Not Voting",0,0
"male","no","big city suburb","White","Jewish",6,34,3.7,2,0,0,2,"no",1,3,3,3,9,"Democrat","Obama",0,100
"female","yes","big city suburb","White","Christian",9,27,3.8,5,5,0,10,"no",9,10,8,2,10,"Republican","Romney",0,90
"female","yes","big city suburb","White","Christian",7,29,3.2,12,6,1,1,"no",9,5,5,1,8,"Other","Romney",5,50
"female","yes","big city suburb","White","Christian",3,23,3.7,8,12,5,0,"no",0,8,8,3,10,"Republican","Romney",5,100
"female","no","big city","Black","Christian",6,22,3.1,4,4,4,10,"no",0,5,3,5,10,"Democrat","Obama",10,10
"female","no","big city suburb","Black","Agnostic",2,17,3.6,0,0,0,0,"no",0,0,5,8,6,"Democrat","Obama",0,20
"female","yes","big city suburb","White","Christian",4,26,1.7,15,10,17,5,"no",0,5,7,7,9,"Republican","Romney",0,60
"male","yes","big city suburb","White","Christian",7,32,3.2,24,50,3,8,"no",7,9,7,8,9,"Republican","Romney",0,100
"female","no","big city suburb","Mixed","Christian",8,24,3.3,6,12,8,2,"no",0,0,5,6,10,"Democrat","Obama",0,10
"female","no","small town","Hispanic","Atheist",0,29,3.6,10,7,0,1,"yes",0,3,2,8,3,"Democrat","Not Voting",15,20
"male","no","big city suburb","Black","Christian",7,18,3,2,0,10,0,"no",4,5,7,10,10,"Democrat","Obama",10,30
"female","no","big city","Asian","Buddhist",5,25,2.8,1,1,1,5,"yes",0,5,5,10,10,"Democrat","Undecided",0,0
"female","no","small town","White","Christian",9,27,3.4,6,10,1,3,"no",3,7,8,6,8,"Republican","Romney",0,80
"female","yes","big city suburb","White","Jewish",4,25,3.5,15,10,2,0,"no",0,4,7,7,10,"Republican","Undecided",0,100
"male","no","big city suburb","White","Christian",0,28,3.6,0,0,2,0,"no",0,5,7,5,6,"Other","Romney",10,0
"female","no","medium city","White","Christian",2,31,3.9,3,5,0,0,"no",0,1,4,6,10,"Democrat","Obama",0,100
"female","yes","medium city","White","Christian",2,29,3.4,3,4,4,8,"no",3,9,10,9,8,"Republican","Romney",0,100
"female","yes","big city suburb","White","Jewish",8,23,3.6,2,1,1,0,"no",0,3,4,5,1,"Democrat","Undecided",0,100
"female","yes","medium city","White","Christian",7,22,3.1,7,6,3,3,"yes",8,8,8,8,10,"Republican","Romney",0,100
"female","no","medium city","White","Christian",7,24,3.5,15,10,0,0,"no",5,5,5,2,5,"Other","Romney",10,30
"female","no","big city suburb","White","Christian",4,28,3.2,18,21,1,0,"no",0,1,7,9,5,"Democrat","Undecided",0,90
"male","yes","big city suburb","White","Muslim",6,29,3.3,15,35,0,10,"no",9,7,8,6,10,"Republican","Obama",10,100
"male","no","big city","Asian","Christian",4,31,2,1,2,18,3,"no",2,2,3,4,4,"Republican","Obama",0,10
"male","yes","big city","White","Atheist",0,28,3,16,20,1,0,"yes",0,0,3,5,10,"Other","Obama",20,90
"female","yes","small town","White","Christian",1,28,3.6,14,16,0,2,"no",4,3,8,5,1,"Other","Not Voting",0,100
"male","no","small town","White","Christian",3,27,2.4,10,50,17,10,"no",0,10,8,9,10,"Republican","Romney",40,100
"male","yes","small town","White","Atheist",0,27,3.7,5,25,13,9,"no",3,7,8,5,0,"Republican","Not Voting",30,10
"female","yes","small town","White","Christian",3,27,3.4,10,30,7,1,"no",3,6,7,9,1,"Republican","Not Voting",0,100
"female","yes","big city","Black","Christian",7,17,2.8,0,1,2,0,"no",2,0,4,5,10,"Democrat","Obama",20,0
"male","no","big city","White","Agnostic",2,27,3.2,3,2,0,4,"no",8,4,6,9,8,"Other","Other",0,0
"male","no","big city suburb","White","Christian",6,25,3.3,2,2,2,10,"no",4,8,5,2,10,"Republican","Romney",10,0
"male","no","big city suburb","White","Christian",9,32,3.8,2,1,0,10,"no",10,8,7,1,10,"Republican","Romney",10,100
"female","no","big city suburb","White","Christian",6,21,3.2,10,10,0,5,"no",9,5,9,2,0,"Democrat","Not Voting",0,50
"male","no","big city suburb","White","Atheist",0,27,3.3,6,15,1,0,"no",3,5,4,5,3,"Other","Not Voting",10,20
"female","yes","big city suburb","White","Christian",6,27,3.6,8,10,8,7,"no",0,8,5,3,10,"Republican","Romney",0,60
"female","no","medium city","White","Christian",4,26,3.3,5,3,0,0,"no",1,3,7,6,8,"Democrat","Obama",15,70
"female","no","medium city","Mixed","Muslim",6,21,2.1,0,0,0,10,"no",8,6,5,7,8,"Other","Obama",0,20
"female","no","big city suburb","White","Jewish",2,28,3.4,10,10,11,0,"no",0,3,5,4,4,"Democrat","Obama",15,100
"female","no","big city","Black","Christian",6,24,2.7,6,4,1,1,"no",0,2,5,5,10,"Democrat","Obama",0,10
"female","no","big city suburb","White","Christian",6,24,3.5,6,3,4,0,"no",5,7,8,8,4,"Other","Not Voting",20,10
"male","yes","medium city","White","Christian",3,30,3.7,1,3,1,0,"no",1,5,7,2,5,"Other","Undecided",0,80
"female","no","big city suburb","Asian","Christian",6,30,3.1,1,0,1,3,"no",1,2,5,3,8,"Democrat","Obama",10,90
"female","yes","big city suburb","White","Jewish",5,28,3.9,17,5,2,0,"no",0,3,9,5,10,"Democrat","Obama",0,80
"female","no","big city suburb","White","Christian",5,28,3,13,29,2,6,"no",5,7,9,7,7,"Republican","Romney",0,0
"female","no","small town","White","Christian",7,31,3,2,2,0,3,"no",9,8,8,5,7,"Republican","Romney",10,0
"male","no","medium city","Black","Christian",10,18,2.5,2,10,15,5,"no",5,7,6,5,10,"Democrat","Obama",10,0
"female","yes","big city suburb","White","Christian",5,24,3.2,8,8,2,3,"no",1,5,8,5,2,"Democrat","Undecided",0,100
"female","no","big city suburb","White","Christian",2,29,3.5,5,2,1,0,"no",0,2,4,3,10,"Democrat","Obama",5,80
"male","no","big city suburb","White","Atheist",0,28,3.7,20,20,3,0,"yes",0,5,5,8,0,"Other","Not Voting",0,100
"female","yes","big city suburb","White","Atheist",5,28,3.7,20,0,0,0,"yes",0,3,4,3,10,"Democrat","Obama",0,100
"female","no","big city suburb","White","Christian",2,32,3.2,5,6,0,0,"no",2,3,5,2,7,"Democrat","Undecided",0,60
"female","no","medium city","White","Christian",5,24,3.2,2,1,2,5,"no",10,8,6,6,10,"Republican","Romney",10,0
"female","no","big city","Asian","Atheist",5,29,3.7,2,0,0,7,"no",5,3,8,8,0,"Other","Not Voting",10,100
"female","yes","big city suburb","White","Christian",2,30,3.5,20,30,16,0,"no",0,3,3,3,5,"Democrat","Obama",0,90
"male","no","small town","Asian","Atheist",0,34,3.7,8,15,3,0,"no",3,5,9,4,10,"Other","Obama",0,100
"female","no","big city suburb","White","Christian",7,31,3.3,12,10,14,0,"yes",0,2,4,5,10,"Democrat","Obama",30,80
"female","yes","big city suburb","White","Christian",0,29,3.5,15,20,2,0,"no",0,5,6,1,5,"Democrat","Undecided",5,80
"female","yes","big city suburb","White","Jewish",5,25,3.5,10,15,0,10,"no",0,5,7,1,10,"Republican","Romney",0,100
"male","no","big city suburb","White","Christian",1,29,2.9,3,3,4,2,"no",1,1,7,5,10,"Democrat","Obama",0,50
"female","no","medium city","White","Christian",6,24,2.6,6,2,1,0,"no",5,7,6,8,10,"Democrat","Obama",15,30
"female","no","big city suburb","White","Agnostic",1,29,3.7,7,6,2,0,"no",0,4,8,5,5,"Democrat","Undecided",10,30
"male","no","big city suburb","White","Christian",3,31,3.2,5,14,6,0,"no",0,5,5,8,1,"Republican","Undecided",10,10
"male","no","big city","Black","Christian",5,21,3.3,0,0,2,6,"no",5,4,10,8,0,"Democrat","Obama",0,0
"male","no","big city suburb","White","Atheist",1,34,4,10,10,0,2,"yes",9,3,3,4,2,"Other","Obama",10,60
"female","yes","big city","Hispanic","Christian",5,25,3.2,15,5,1,0,"no",3,0,5,5,8,"Democrat","Obama",0,10
"male","no","big city","White","Christian",4,28,2.9,10,50,15,5,"no",5,5,5,3,7,"Other","Romney",30,0
"male","no","big city","Black","Agnostic",2,22,2.8,3,5,4,5,"no",0,10,5,10,0,"Other","Not Voting",0,0
"female","no","big city","White","Christian",1,27,3.6,4,4,1,1,"no",0,3,2,3,10,"Democrat","Obama",0,70
"female","yes","small town","White","Christian",8,22,3.2,5,3,1,6,"no",5,5,5,2,0,"Republican","Not Voting",10,0
"male","yes","small town","White","Christian",10,25,3.8,0,0,0,10,"no",10,5,6,3,10,"Other","Undecided",5,100
"female","no","big city","Hispanic","Christian",6,26,3.1,0,0,0,6,"no",9,5,4,3,10,"Democrat","Obama",0,10
"female","yes","medium city","White","Agnostic",1,28,3.8,5,10,5,0,"no",0,2,4,6,5,"Democrat","Obama",0,50
"female","no","big city suburb","Asian","Atheist",0,29,4,0,0,0,3,"no",3,3,4,7,7,"Democrat","Obama",0,90
"female","no","big city suburb","Asian","Christian",8,26,2.8,2,2,0,0,"yes",2,2,8,1,6,"Republican","Undecided",0,100
"male","no","big city suburb","Mixed","Christian",7,28,3.6,0,0,0,5,"no",10,8,6,5,5,"Republican","Undecided",0,100
"female","no","big city suburb","White","Christian",1,27,4,30,20,4,0,"yes",1,3,6,5,10,"Democrat","Undecided",40,50
"female","yes","big city suburb","White","Christian",6,29,3.4,6,15,0,0,"no",0,2,4,6,7,"Democrat","Obama",0,100
"female","yes","big city","White","Christian",4,25,3.6,10,12,6,1,"no",0,0,2,3,7,"Democrat","Obama",15,50
"female","no","big city","Black","Christian",5,17,3.1,3,0,0,2,"no",6,1,0,5,10,"Democrat","Obama",10,30
"female","no","medium city","Hispanic","Christian",6,21,2.6,2,0,1,0,"no",0,1,2,3,10,"Democrat","Obama",10,0
"male","no","medium city","Asian","Hindu",6,27,2.9,10,15,3,5,"no",1,1,2,2,2,"Other","Other",45,80
"female","no","small town","White","Christian",8,26,2.6,13,10,1,2,"no",5,6,5,5,0,"Other","Not Voting",20,100
"female","no","big city","Black","Christian",7,20,3,6,1,3,3,"no",5,5,4,0,8,"Democrat","Obama",0,0
"female","yes","big city suburb","White","Christian",8,30,3.5,10,8,2,9,"no",10,7,5,0,5,"Republican","Romney",10,80
"female","yes","big city suburb","White","Christian",6,32,3.2,20,30,9,0,"no",0,1,4,1,10,"Democrat","Obama",10,100
"female","yes","big city suburb","White","Christian",3,29,3.7,12,25,3,0,"no",4,2,3,5,10,"Other","Romney",15,90
"male","yes","medium city","White","Christian",7,25,3.3,12,12,0,2,"no",4,5,7,7,7,"Other","Romney",0,100
"female","no","big city suburb","Black","Christian",6,23,2.9,2,4,3,5,"no",5,6,5,10,8,"Democrat","Obama",30,0
"female","yes","big city","Asian","Christian",4,22,2.6,4,5,1,0,"no",2,5,10,3,8,"Other","Obama",0,100
"female","yes","big city suburb","Mixed","Agnostic",1,26,3.7,4,2,0,0,"no",3,1,4,5,8,"Democrat","Obama",5,20
"female","yes","big city suburb","White","Christian",2,30,3.4,12,25,3,2,"no",1,2,5,3,10,"Democrat","Obama",0,100
"female","no","small town","White","Christian",8,26,3.5,5,0,1,1,"no",9,5,5,1,5,"Other","Obama",10,70
"female","no","big city","Mixed","Christian",6,23,2.3,8,10,5,1,"no",1,5,8,8,0,"Other","Not Voting",5,80
"male","no","big city","Black","Christian",10,20,3,30,20,15,5,"no",0,9,7,10,10,"Democrat","Obama",0,30
"male","yes","big city suburb","White","Agnostic",2,28,3.6,10,10,1,10,"no",5,9,9,8,7,"Republican","Romney",0,30
"male","no","big city suburb","White","Christian",8,27,3.7,6,12,0,2,"no",10,6,4,4,10,"Other","Romney",0,100
"female","no","big city","Hispanic","Christian",8,21,2.8,6,2,0,7,"no",10,6,8,8,10,"Democrat","Obama",5,40
"female","yes","big city suburb","White","Atheist",0,27,3.4,10,15,0,0,"no",0,3,7,10,7,"Democrat","Obama",0,100
"female","no","small town","White","Christian",5,22,2.8,11,18,30,0,"no",5,5,5,5,5,"Other","Not Voting",0,100
"male","no","small town","White","Christian",7,26,2.8,0,0,1,10,"no",10,10,10,5,10,"Republican","Romney",40,30
"female","no","big city suburb","White","Christian",2,24,3.3,9,8,5,0,"no",5,3,5,3,5,"Other","Undecided",0,10
"male","no","big city suburb","Asian","Buddhist",1,21,2.5,0,0,1,2,"no",0,4,7,5,1,"Democrat","Undecided",0,0
"female","no","big city suburb","Hispanic","Agnostic",0,30,3,4,0,0,0,"no",3,5,5,0,5,"Democrat","Undecided",0,80
"female","yes","big city suburb","White","Agnostic",2,28,2.9,6,8,10,0,"no",5,2,5,2,10,"Democrat","Obama",30,50
"female","no","big city suburb","White","Christian",6,28,3.9,4,4,1,0,"no",2,3,6,5,2,"Democrat","Obama",10,50
"female","no","big city suburb","White","Jewish",2,29,4,7,5,0,2,"no",0,4,4,10,6,"Republican","Obama",0,20
"female","no","small town","White","Christian",7,27,2.8,2,3,6,10,"no",7,7,5,0,7,"Republican","Undecided",20,10
"female","yes","big city suburb","White","Jewish",4,25,3.5,9,7,3,0,"no",1,1,5,5,10,"Democrat","Obama",0,100
"female","no","big city suburb","White","Christian",7,30,3.7,8,6,1,0,"no",5,4,6,5,9,"Democrat","Obama",0,100
"female","no","medium city","White","Christian",8,27,3.3,13,20,4,9,"no",9,7,8,5,2,"Republican","Not Voting",10,90
"female","no","big city suburb","White","Christian",2,29,2.8,10,14,1,0,"no",2,3,5,8,0,"Other","Not Voting",15,90
"female","yes","big city suburb","White","Christian",6,21,3.3,10,15,1,0,"no",10,8,6,5,4,"Republican","Undecided",0,40
"female","yes","big city","Black","Christian",6,18,2,8,3,5,0,"no",5,2,5,0,10,"Democrat","Obama",35,0
"female","no","big city suburb","White","Agnostic",3,29,3.3,10,18,1,0,"no",2,4,6,5,7,"Other","Obama",30,50
"female","yes","medium city","White","Other Religion",5,25,2.7,10,10,6,5,"no",5,2,7,5,0,"Democrat","Not Voting",0,50
"female","yes","small town","White","Christian",5,27,3.1,10,6,1,4,"no",2,8,9,7,3,"Republican","Romney",25,90
"female","no","big city","Black","Christian",7,20,3.6,3,0,0,5,"no",5,5,7,10,10,"Democrat","Undecided",0,50
"female","yes","big city suburb","White","Christian",6,28,3.5,16,15,12,4,"yes",2,4,3,1,0,"Democrat","Romney",40,90
"male","no","big city suburb","Black","Christian",4,24,3.4,3,0,0,0,"no",3,2,7,7,8,"Democrat","Obama",0,70
"female","yes","big city suburb","White","Atheist",0,28,3.4,12,14,2,0,"no",0,2,2,3,10,"Democrat","Obama",0,0
"female","no","medium city","Asian","Buddhist",6,36,3,0,0,2,6,"no",9,6,10,4,0,"Other","Not Voting",0,100
"male","no","big city suburb","White","Christian",6,30,3.1,20,30,2,3,"no",0,2,7,10,10,"Other","Romney",10,80
"female","no","medium city","Mixed","Muslim",8,27,3.2,10,0,0,9,"no",6,5,5,0,7,"Other","Obama",10,0
"female","yes","big city suburb","White","Jewish",5,24,3.7,12,6,3,2,"no",3,0,6,6,0,"Democrat","Not Voting",0,100
"female","no","big city","Hispanic","Christian",6,21,2.6,10,6,1,0,"no",0,0,5,5,0,"Democrat","Not Voting",20,0
"female","yes","small town","White","Christian",8,26,3.8,9,4,0,3,"no",10,6,4,0,10,"Other","Obama",35,100
"female","yes","big city","Hispanic","Other Religion",5,22,3.5,2,1,1,0,"no",2,0,7,0,10,"Democrat","Obama",40,100
"female","yes","big city suburb","White","Atheist",2,26,3.8,13,18,0,0,"no",2,3,4,0,10,"Other","Romney",0,100
"male","yes","big city suburb","White","Christian",4,28,3.2,14,30,23,2,"no",10,7,8,9,6,"Republican","Romney",10,100
"female","yes","medium city","White","Christian",5,29,3.4,10,12,10,0,"no",4,3,8,2,8,"Democrat","Obama",10,90
"male","no","big city suburb","Asian","Atheist",0,31,3.3,10,30,0,2,"no",3,5,4,3,3,"Other","Undecided",0,70
"female","no","big city suburb","White","Buddhist",6,29,3.7,8,6,1,0,"no",0,2,5,0,10,"Democrat","Obama",15,50
"male","yes","medium city","White","Other Religion",0,27,3,20,20,2,2,"no",0,6,8,8,5,"Other","Undecided",0,100
"female","yes","big city suburb","White","Christian",4,32,3.9,2,0,2,0,"no",8,3,4,4,10,"Democrat","Obama",5,100
"female","no","big city suburb","White","Jewish",4,29,3.7,7,6,0,0,"no",0,1,5,1,7,"Democrat","Obama",0,80
"male","no","big city suburb","Mixed","Atheist",0,32,4,2,9,1,0,"no",0,4,1,8,7,"Democrat","Obama",0,20
"male","no","big city suburb","White","Christian",5,27,3.1,5,7,1,5,"no",4,5,8,6,0,"Other","Not Voting",10,20
"male","no","medium city","White","Christian",3,25,3.5,12,25,2,8,"no",3,3,5,3,0,"Democrat","Not Voting",0,0
"male","no","big city","Black","Other Religion",7,21,2.5,0,0,20,10,"no",10,10,10,10,6,"Democrat","Undecided",0,0
"female","no","big city","Black","Christian",5,18,3,5,1,0,0,"no",8,0,3,4,10,"Democrat","Obama",20,0
"female","no","big city suburb","White","Atheist",0,27,3.6,8,10,0,0,"no",1,1,2,4,10,"Democrat","Obama",0,100
"female","no","big city suburb","Hispanic","Agnostic",0,32,3.5,20,20,13,0,"yes",1,3,5,3,5,"Democrat","Obama",0,100
"female","no","big city","Asian","Buddhist",3,30,3.6,1,1,2,2,"no",8,2,7,5,0,"Democrat","Not Voting",0,100
"male","no","big city","Asian","Christian",8,29,2.5,0,0,0,10,"no",10,6,3,1,0,"Republican","Romney",0,50
"male","yes","big city suburb","Asian","Atheist",0,34,3.9,8,14,0,2,"no",0,3,6,7,10,"Democrat","Obama",0,100
"female","yes","small town","White","Christian",5,27,3.1,10,7,0,0,"no",4,3,2,2,2,"Republican","Undecided",25,0
"female","yes","medium city","White","Christian",8,26,3.5,10,10,1,5,"no",10,9,10,7,10,"Republican","Romney",20,100
"female","no","medium city","White","Christian",9,28,3.5,0,0,0,8,"no",10,9,5,3,10,"Republican","Romney",15,0
"female","no","big city suburb","Mixed","Christian",7,32,2.8,18,20,0,2,"no",10,2,5,0,10,"Other","Undecided",0,10
"female","no","big city","Black","Christian",10,17,3.5,0,0,2,0,"no",5,1,1,0,10,"Democrat","Obama",10,0
"female","yes","big city suburb","White","Christian",8,30,3.5,4,0,0,2,"no",2,2,5,3,10,"Democrat","Obama",5,80
"male","no","big city suburb","Hispanic","Christian",4,27,2.6,10,24,9,5,"no",2,4,5,8,5,"Other","Undecided",0,0
"female","no","big city","Hispanic","Christian",3,27,3.4,22,5,0,2,"no",0,3,4,7,10,"Democrat","Undecided",0,10
"female","no","medium city","Mixed","Agnostic",1,24,3.6,10,12,15,0,"yes",0,2,3,5,10,"Democrat","Obama",0,30
"male","yes","big city","Mixed","Christian",4,31,3.4,15,10,6,2,"no",1,3,3,7,1,"Other","Not Voting",10,80
"male","no","big city suburb","Black","Christian",2,23,3.2,3,15,3,10,"no",0,0,3,0,10,"Democrat","Obama",30,0
"male","no","big city suburb","Hispanic","Other Religion",9,28,3,3,3,0,10,"no",0,5,6,3,0,"Other","Not Voting",25,80
"male","yes","medium city","White","Christian",5,29,3.8,22,25,2,3,"no",7,7,6,5,10,"Republican","Romney",10,80
"female","no","small town","White","Christian",9,23,3.9,20,16,0,8,"no",10,6,7,9,1,"Democrat","Not Voting",0,100
"female","yes","big city suburb","White","Atheist",0,31,3.2,16,40,5,0,"no",2,2,3,5,8,"Democrat","Obama",0,100
"female","no","medium city","Black","Christian",7,25,3.3,16,10,8,5,"no",0,3,6,7,10,"Other","Obama",15,70
"male","no","medium city","White","Christian",1,29,3.1,10,14,2,0,"no",3,4,4,5,7,"Other","Undecided",15,50
"male","no","medium city","White","Christian",3,26,3.5,2,0,0,0,"no",5,5,7,0,10,"Other","Romney",0,90
"male","yes","big city suburb","White","Christian",8,31,3.2,20,30,50,6,"no",9,8,9,5,9,"Republican","Romney",10,100
"female","no","big city suburb","White","Agnostic",0,23,3.9,0,0,1,0,"no",2,3,4,7,10,"Democrat","Obama",0,0
"female","yes","medium city","White","Christian",8,26,3.3,8,6,0,5,"no",10,5,5,5,7,"Democrat","Undecided",15,80
"male","yes","medium city","White","Christian",6,24,3.6,12,8,1,8,"no",7,5,8,4,9,"Republican","Romney",10,90
"female","no","big city suburb","White","Atheist",0,30,3.4,10,6,1,0,"no",0,3,5,5,10,"Democrat","Obama",15,0
"female","no","small town","White","Christian",6,24,3.3,0,0,0,5,"no",4,6,6,3,0,"Democrat","Not Voting",0,100
"female","yes","big city suburb","White","Christian",6,27,3.8,11,10,4,2,"no",0,2,4,3,2,"Democrat","Obama",0,90
"female","yes","big city suburb","Hispanic","Christian",5,23,2.4,1,5,4,0,"no",0,5,4,6,2,"Democrat","Obama",0,0
"male","no","big city suburb","White","Christian",10,24,3,4,4,0,7,"no",10,5,8,0,3,"Republican","Romney",40,20
"female","no","big city suburb","Black","Christian",8,23,3,4,5,1,5,"no",5,5,5,5,5,"Democrat","Obama",0,20
"male","no","small town","White","Atheist",0,26,3.8,2,14,1,0,"no",0,2,2,5,8,"Other","Other",0,100
"male","yes","big city","Hispanic","Christian",6,23,2.6,20,12,1,5,"no",5,5,5,5,5,"Democrat","Undecided",15,0
"female","yes","big city suburb","White","Christian",7,27,3.3,9,15,6,3,"no",8,5,5,5,1,"Other","Not Voting",0,100
"female","yes","big city","White","Jewish",4,30,3.1,7,4,7,0,"no",0,0,4,1,9,"Democrat","Obama",0,100
"female","yes","big city suburb","White","Christian",4,28,3,10,6,1,2,"no",9,6,7,6,6,"Other","Undecided",0,100
"female","no","medium city","White","Agnostic",3,24,3.8,6,6,3,5,"yes",5,4,6,4,1,"Other","Other",0,30
"male","yes","big city suburb","White","Jewish",3,28,2.6,4,5,2,0,"no",0,3,1,9,10,"Democrat","Obama",0,100
"female","no","big city suburb","White","Christian",4,22,3.5,10,15,3,0,"no",8,6,6,1,8,"Republican","Romney",10,90
"male","no","small town","White","Christian",5,30,3.4,0,0,0,0,"no",2,3,5,5,1,"Democrat","Obama",0,50
"male","yes","big city suburb","White","Christian",5,26,3.2,24,40,2,3,"no",0,2,6,6,4,"Democrat","Undecided",40,70
"female","no","big city","Black","Christian",6,21,2.9,2,0,1,9,"no",8,5,5,0,10,"Democrat","Obama",10,0
"female","yes","medium city","White","Christian",3,26,3.5,5,15,17,0,"no",5,1,6,7,10,"Democrat","Obama",15,90
"male","yes","medium city","White","Christian",5,30,3,2,0,0,10,"no",8,8,7,5,10,"Republican","Romney",5,80
"male","no","big city","White","Other Religion",0,25,2.7,12,15,6,2,"no",0,0,3,3,0,"Other","Not Voting",0,100
"female","yes","big city suburb","White","Christian",1,28,3.1,18,15,7,0,"yes",0,5,3,8,7,"Democrat","Obama",10,100
"male","yes","big city suburb","White","Christian",2,27,3.8,25,25,1,10,"no",0,8,7,10,10,"Republican","Romney",0,90
"male","yes","big city suburb","White","Christian",5,28,3.5,20,30,3,5,"no",5,5,6,5,5,"Republican","Romney",10,100
"male","yes","small town","White","Christian",5,31,3.2,14,30,4,5,"no",1,7,9,6,8,"Other","Romney",0,90
"female","yes","medium city","White","Christian",7,27,3.2,5,3,1,0,"no",5,4,7,0,1,"Democrat","Obama",0,100
"female","yes","small town","White","Christian",2,27,3.5,20,40,3,0,"no",0,8,8,5,10,"Republican","Romney",0,80
"female","no","big city","White","Christian",9,28,3.8,8,6,0,9,"no",9,8,7,5,5,"Republican","Romney",0,80
"female","no","medium city","Asian","Atheist",1,30,3.9,5,0,5,3,"no",0,5,8,3,0,"Other","Not Voting",10,100
"female","no","small town","White","Christian",9,25,3.5,0,0,0,9,"no",8,9,5,1,2,"Republican","Romney",0,100
"male","no","medium city","Asian","Hindu",5,31,3.9,50,50,50,0,"yes",0,0,9,10,10,"Democrat","Obama",0,100
"female","yes","big city suburb","White","Jewish",2,29,3.9,24,40,3,0,"no",0,1,2,3,10,"Democrat","Obama",0,80
"male","no","big city suburb","White","Christian",9,31,3.5,3,32,7,10,"no",9,4,7,7,7,"Other","Romney",0,100
"female","yes","big city suburb","White","Other Religion",0,29,3.5,16,30,17,0,"no",0,5,5,2,1,"Other","Not Voting",0,90
"male","no","big city suburb","Asian","Christian",10,28,3.7,0,0,1,10,"no",10,7,2,3,8,"Other","Undecided",0,100
"male","no","big city suburb","White","Atheist",0,33,2.3,0,0,0,0,"no",0,3,5,7,10,"Democrat","Obama",0,80
"female","no","big city","Asian","Christian",1,29,3.3,0,0,1,5,"no",5,5,5,5,5,"Republican","Undecided",10,90
"female","no","big city","Asian","Buddhist",4,20,2.8,12,6,2,0,"no",0,2,4,7,0,"Democrat","Not Voting",5,100
"female","yes","medium city","White","Christian",6,25,3.3,5,5,1,5,"no",5,5,7,8,6,"Other","Undecided",30,50
"female","no","big city suburb","White","Christian",4,29,3.3,4,0,0,0,"no",0,0,1,0,10,"Democrat","Obama",0,0
"male","no","small town","White","Christian",7,23,2.8,2,0,3,5,"no",0,10,10,10,10,"Republican","Romney",0,100
"female","yes","big city suburb","White","Christian",4,26,3.9,7,6,1,1,"no",1,6,5,6,10,"Democrat","Obama",0,100
"female","yes","big city suburb","White","Christian",7,31,3.3,10,10,0,0,"yes",10,2,5,5,10,"Democrat","Obama",0,90
"female","no","big city suburb","White","Christian",6,25,3.2,5,4,0,1,"no",1,5,5,5,6,"Other","Undecided",0,50
