"age","height","weight","pets","speed","cash","sleep","shoeNums","gender","charity","cheat","greek","handed","love"
18,68,158,0,85,5,7,20,"female",35,30,"no","left","few"
18,65,169,1,95,26,6,7,"male",25,3,"yes","right","hundreds"
19,60,135,0,70,400,7,20,"female",75,1,"no","right","few"
18,72,150,2,75,0,7,7,"male",85,0,"yes","right","few"
18,67,135,0,45,16,5.5,3,"male",75,2,"no","right","dozens"
20,67,160,3,95,20,8,20,"female",90,5,"no","right","few"
19,70,165,2,92,70,8.5,5,"male",15,0,"no","right","one"
18,66,130,4,95,2,9.5,36,"female",5,0,"yes","right","one"
22,71,194,6,120,20,7,4,"male",0,0,"no","right","one"
20,71,165,1,109,7,9,6,"male",25,10,"yes","right","few"
20,61,150,3,85,20,7.5,15,"female",55,0,"no","right","one"
18,71,150,0,75,0,7,20,"female",70,15,"yes","right","one"
19,67,150,4,110,20,8,10,"male",25,25,"yes","right","millions"
20,68,165,3,103,11,7,32,"female",80,7,"yes","right","few"
19,62,120,1,80,50,8.5,16,"female",100,6,"no","right","few"
21,67,148,0,100,0,7,25,"male",25,20,"no","right","few"
19,64,120,3,83,8,6.5,13,"female",90,0,"no","ambidextrous","few"
19,64,139,1,100,31,5,39,"female",85,5,"no","right","few"
21,63,110,5,90,20,7,61,"female",50,3,"no","right","thousands"
18,67,130,3,90,32,6,40,"female",100,0,"yes","right","millions"
20,63,107,10,93,13,8,20,"female",10,3,"no","left","hundreds"
20,65,114,1,96,58,8,25,"female",5,10,"no","right","thousands"
18,68,147,8,90,11,8.5,21,"female",10,2,"yes","right","few"
20,65,126,2,100,15,7,22,"female",30,1,"yes","right","few"
22,65,156,0,0,120,7,13,"female",40,1,"no","right","dozens"
20,60,125,1,80,10,10,35,"female",80,25,"no","ambidextrous","one"
18,66,115,2,90,0,7.5,25,"female",20,3,"no","right","few"
20,73,285,0,90,30,6,10,"male",15,2,"no","right","one"
20,66,178,0,118,56,7.5,24,"female",100,10,"no","ambidextrous","dozens"
18,68,170,0,100,15,8,20,"female",5,0,"no","right","dozens"
19,60,105,3,100,1,7.5,20,"female",50,4,"no","right","few"
26,64,222,7,110,2,8,30,"female",5,0,"no","right","dozens"
19,65,120,150,90,40,5.5,12,"female",60,0,"no","right","millions"
20,67,140,1,114,85,7,14,"male",5,0,"yes","right","dozens"
21,72,139,0,109,0,7,16,"female",75,3,"no","right","few"
19,69,155,10,130,100,7,7,"male",10,100,"yes","right","millions"
20,67,135,12,110,25,7,12,"female",20,0,"no","right","few"
20,76,150,0,0,1000,7.5,10,"male",30,0,"no","right","few"
22,62,115,10,95,5,7,12,"female",60,4,"no","right","hundreds"
21,65,120,0,86,0,7,10,"female",5,5,"no","right","few"
19,68,158,3,92,75,7,60,"female",50,0,"no","right","thousands"
20,66,113,2,80,8,7,20,"female",50,0,"no","right","one"
20,63,125,3,80,45,7.5,30,"female",30,1,"yes","right","few"
19,59,130,4,90,86,8,18,"female",90,1,"yes","right","one"
22,69,220,1,92,7,7.5,15,"female",10,3,"no","right","dozens"
19,66,127,0,80,38,6,13,"female",100,15,"no","right","few"
19,68,145,1,80,200,8,10,"female",75,1,"no","right","few"
19,63,111,1,104,11,6,5,"female",15,0,"no","right","one"
19,71,185,1,100,0,6.5,5,"male",10,5,"yes","right","few"
19,72,165,0,80,10,7.5,2,"male",50,5,"no","right","few"
19,63,225,0,80,40,7,20,"female",25,0,"yes","right","few"
19,64,113,0,91,50,5,10,"female",20,5,"no","right","few"
19,76,250,4,110,14,7,7,"male",10,0,"no","right","few"
18,70,160,0,80,110,6.5,4,"male",50,5,"no","right","one"
18,68,147,5,83,2,6,35,"female",30,8,"no","right","few"
19,71,146,1,100,55,8,10,"male",95,25,"no","right","hundreds"
18,61,100,2,100,400,6.5,21,"female",50,5,"no","right","few"
20,68,230,15,65,10,8,25,"male",25,10,"no","right","few"
20,61,141,10,96,1,10,43,"female",15,1,"no","right","hundreds"
19,66,140,2,90,0,7,15,"female",20,0,"yes","right","hundreds"
19,68,124,0,105,59,5.5,20,"female",10,2,"yes","right","few"
18,62,124,1,85,60,7,10,"female",50,1,"no","right","hundreds"
20,65,127,2,100,140,7,31,"female",50,10,"yes","right","few"
18,69,184,9,109,6,7,11,"male",5,3,"no","right","few"
18,66,130,2,88,0,7.5,18,"female",50,2,"yes","ambidextrous","few"
21,64,135,4,114,120,7,30,"female",50,1,"no","right","few"
18,69,145,2,90,54,7.5,6,"male",10,0,"no","right","hundreds"
21,66,190,0,110,60,9,20,"female",75,5,"no","right","few"
18,68,164,3,80,0,6,12,"female",15,50,"no","right","few"
19,68,155,0,120,2,6,3,"male",0,20,"no","right","few"
19,69,205,6,105,0,8.5,6,"male",50,5,"no","right","dozens"
21,75,205,1,130,91,6,4,"male",10,0,"no","left","millions"
19,66,140,2,115,20,7.5,7,"male",40,10,"no","right","dozens"
19,63,130,6,101,37,7,33,"female",95,1,"no","right","few"
19,66,150,1,90,150,7,16,"female",65,1,"no","right","dozens"
21,71,165,5,92,110,7.5,10,"male",45,2,"no","ambidextrous","one"
19,69,149,0,80,31,7,3,"male",30,1,"no","left","few"
19,66,135,0,90,1,6.5,13,"female",75,5,"yes","right","few"
19,69,165,8,62,150,7,15,"male",20,10,"no","ambidextrous","few"
19,65,128,10,78,32,7,16,"female",95,1,"yes","right","few"
18,65,150,4,80,70,8,13,"female",10,4,"no","right","few"
20,68,150,3,120,50,7,26,"female",10,0,"yes","right","hundreds"
19,74,185,0,100,1,7,6,"male",25,0,"yes","right","few"
20,61,135,2,65,150,7,9,"female",5,3,"no","right","few"
19,66,130,2,95,10,7,30,"female",25,2,"yes","right","thousands"
21,73,180,1,90,300,8,7,"male",50,10,"no","right","one"
19,69,185,0,100,35,8,8,"male",20,0,"yes","right","dozens"
18,67,145,0,80,0,8.5,50,"female",15,2,"no","right","dozens"
19,71,177,3,75,140,7.5,40,"male",30,0,"no","right","one"
20,63,111,1,63,12,5,25,"female",20,0,"yes","right","dozens"
19,70,220,6,110,0,6.5,4,"male",10,1,"yes","ambidextrous","hundreds"
20,71,158,3,80,24,7,5,"male",5,10,"no","right","few"
19,64,130,4,90,2,6.5,35,"female",40,2,"yes","right","hundreds"
19,68,166,2,100,30,6.5,40,"female",15,3,"no","right","few"
20,68,132,6,91,34,7.5,26,"female",60,0,"no","right","thousands"
19,69,155,1,120,20,6,5,"male",10,0,"no","left","few"
22,64,156,0,106,0,4.5,13,"female",50,1,"no","right","few"
20,73,180,1,120,50,6,5,"male",15,0,"yes","right","thousands"
19,70,130,0,80,1,7.5,3,"male",50,100,"no","right","few"
18,62,120,2,100,20,8,30,"female",50,5,"yes","right","hundreds"
19,66,150,1,80,10,7,40,"female",50,0,"yes","right","few"
19,71,150,3,90,0,8,7,"male",50,2,"no","ambidextrous","dozens"
19,72,167,1,97,47,5,4,"male",5,20,"no","right","none"
19,61,94,1,95,13,5.5,33,"female",95,0,"no","left","one"
18,63,102,0,75,2,7.5,15,"female",15,20,"no","right","hundreds"
19,64,120,1,80,200,7.5,40,"female",10,1,"yes","right","hundreds"
19,68,160,8,95,8,7,29,"female",95,5,"no","right","few"
20,69,165,0,90,10,6.5,17,"female",95,0,"no","left","dozens"
22,65,105,0,95,6,9,7,"male",40,0,"no","right","few"
19,67,118,1,92,400,10.5,7,"female",25,3,"no","right","one"
22,62,120,5,95,100,7,30,"female",50,1,"no","right","few"
18,65,130,4,104,2,8.5,40,"female",80,20,"no","right","few"
19,71,145,3,105,15,7.5,7,"male",15,0,"no","right","millions"
20,59,114,0,0,30,6.5,16,"female",50,0,"no","right","few"
19,63,102,8,0,5,7.5,5,"female",20,3,"no","right","thousands"
20,67,138,2,80,20,7,3,"male",30,0,"no","right","millions"
18,73,184,2,101,20,9,3,"male",5,4,"no","right","thousands"
21,72,167,4,90,48,9,7,"male",10,4,"no","right","few"
22,76,219,3,130,20,7,8,"male",30,0,"yes","left","few"
19,66,150,3,90,0,8.5,19,"female",20,1,"yes","right","dozens"
18,62,110,0,153,20,7,20,"female",40,0,"yes","right","few"
18,68,140,3,120,0,6.5,6,"male",50,5,"yes","right","few"
19,63,105,2,90,27,6.5,11,"female",65,0,"no","right","dozens"
20,70,180,1,90,5,6,4,"male",0,0,"yes","right","millions"
19,63,110,0,60,50,6,18,"female",50,2,"no","right","millions"
21,73,170,3,85,13,6,3,"male",95,2,"no","right","hundreds"
20,68,137,4,92,3,5,28,"female",35,6,"yes","right","dozens"
19,65,125,1,70,50,7,29,"female",50,0,"yes","right","few"
20,67,230,4,65,200,4.5,2,"male",30,0,"no","right","millions"
18,59,93,0,100,0,6,12,"female",80,0,"no","right","one"
19,72,183,5,103,0,7.5,5,"male",55,15,"yes","right","few"
19,68,156,3,106,15,7.5,3,"male",100,3,"yes","right","few"
19,68,150,0,100,21,8,4,"male",85,0,"yes","right","few"
20,72,180,12,120,7,7,3,"male",10,10,"no","right","hundreds"
20,65,114,2,100,65,7.5,25,"female",25,3,"no","right","few"
19,69,150,14,85,23,7,20,"female",100,0,"no","right","few"
18,74,175,0,104,0,7.5,3,"male",5,0,"no","right","hundreds"
18,70,190,1,115,21,7,8,"male",25,25,"no","right","hundreds"
18,76,190,0,112,18,6.5,10,"male",10,7,"yes","right","dozens"
20,67,135,2,90,0,8,15,"female",50,10,"yes","right","dozens"
19,63,125,0,85,23,6,21,"female",45,1,"yes","right","one"
20,66,112,1,88,110,6.5,16,"female",60,0,"yes","right","few"
20,72,160,1,100,20,7,6,"male",50,0,"no","right","few"
20,71,155,2,80,7,4,0,"male",25,0,"yes","right","few"
19,66,201,1,95,0,6,8,"female",100,0,"no","right","hundreds"
21,71,150,7,103,39,7,9,"male",30,35,"yes","right","dozens"
18,68,128,3,94,6,8,24,"female",100,3,"yes","right","few"
20,62,124,2,85,20,7.5,10,"female",50,5,"yes","right","few"
19,80,300,5,98,53,8,15,"male",100,1,"no","right","dozens"
18,66,135,1,95,10,2.5,5,"female",0,2,"no","right","one"
18,60,127,4,120,5,7,15,"female",50,2,"no","right","hundreds"
21,68,129,3,110,3,8.5,6,"male",80,0,"no","right","none"
20,64,140,4,96,80,6,28,"female",20,2,"no","right","millions"
21,65,84,3,13,4,3.5,8,"male",15,30,"yes","right","millions"
19,69,145,3,120,200,7.5,10,"male",5,5,"no","right","hundreds"
19,61,118,0,77,14,7.5,15,"female",10,6,"no","right","hundreds"
21,65,125,3,90,23,6,30,"female",50,3,"no","right","dozens"
18,72,180,18,152,20,12,24,"male",50,10,"no","right","none"
20,72,205,0,101,0,7.5,15,"male",50,0,"no","right","thousands"
18,69,135,0,105,100,8.5,20,"female",10,2,"yes","right","millions"
19,71,170,7,96,27,5,14,"male",5,0,"no","right","dozens"
21,73,215,20,160,20,7.5,5,"male",5,2,"no","right","few"
19,68,175,3,80,7,6.5,5,"male",5,0,"yes","left","millions"
19,67,126,26,96,28,6,9,"female",25,3,"yes","right","few"
20,66,120,1,98,20,7,44,"female",50,0,"yes","left","few"
19,62,135,47,88,64,7.5,31,"female",60,5,"yes","right","one"
20,63,123,3,95,4,6.5,15,"female",10,0,"no","right","dozens"
21,71,195,5,110,80,8.5,6,"male",10,2,"no","right","few"
21,65,165,3,80,7,8,30,"female",50,0,"no","right","millions"
20,67,179,4,120,32,6.5,8,"male",30,3,"yes","right","one"
20,68,130,1,85,110,6,5,"male",20,5,"no","right","few"
19,70,170,1,120,30,7.5,6,"male",30,0,"no","right","few"
19,70,151,2,110,0,7,3,"male",10,3,"no","right","thousands"
19,68,141,0,120,12,6,3,"male",20,0,"no","right","millions"
19,74,177,4,85,0,9,10,"male",20,0,"no","right","hundreds"
19,67,205,2,110,95,5.5,5,"male",20,0,"no","right","none"
21,63,112,10,97,8,4.5,14,"female",15,30,"no","right","one"
19,70,160,3,90,0,7,9,"male",30,0,"no","right","millions"
18,65,136,2,90,25,8,25,"female",75,0,"no","right","one"
22,68,170,1,115,15,6,5,"male",10,0,"no","right","one"
19,66,135,2,85,0,6.5,10,"female",100,0,"no","right","few"
18,64,140,2,90,30,9,10,"female",50,3,"yes","left","few"
19,68,130,0,70,38,6.5,30,"female",100,4,"no","right","dozens"
19,70,175,6,103,3,7.5,3,"male",25,2,"no","right","hundreds"
19,61,110,3,70,0,6,5,"female",0,3,"no","right","few"
22,73,190,5,120,5,7,9,"male",75,0,"yes","right","millions"
20,65,139,2,90,140,8,40,"female",95,20,"yes","ambidextrous","dozens"
19,68,155,1,110,3,8.5,14,"female",25,5,"yes","right","dozens"
18,67,180,3,100,13,7.5,3,"male",35,2,"no","left","one"
20,68,140,3,110,45,7,20,"female",60,0,"no","right","few"
18,65,135,0,90,100,8,25,"female",80,3,"no","right","one"
19,64,135,1,88,22,7,60,"female",20,0,"yes","right","few"
19,62,101,0,95,20,6,30,"female",45,0,"no","right","few"
19,67,230,0,105,40,7,12,"male",5,2,"yes","right","few"
18,68,160,2,100,15,7,19,"female",50,1,"yes","left","dozens"
18,71,155,0,85,45,7,14,"female",10,4,"no","right","dozens"
20,63,168,0,100,6,6.5,30,"female",100,0,"yes","right","few"
20,71,270,10,95,5,7,4,"male",5,0,"no","right","few"
21,72,260,150,110,150,8.5,10,"male",10,10,"no","right","dozens"
19,67,132,1,90,92,7.5,23,"female",45,15,"yes","right","few"
19,67,171,6,70,1,7.5,7,"female",45,0,"no","right","one"
21,71,200,6,108,15,7.5,4,"male",95,8,"no","right","dozens"
18,66,130,4,94,53,6,14,"female",0,0,"yes","right","thousands"
19,66,145,1,90,23,7,35,"female",30,0,"no","right","thousands"
18,61,145,4,100,200,7.5,25,"female",25,0,"no","right","one"
19,63,150,4,110,0,7.5,40,"female",5,4,"no","right","hundreds"
19,71,156,0,72,78,8.5,6,"male",25,5,"no","right","dozens"
18,63,110,2,100,20,6,20,"female",35,0,"yes","right","few"
19,75,194,4,95,44,7,11,"male",50,0,"no","right","one"
20,76,240,1,90,0,6,10,"male",25,8,"no","right","few"
22,68,175,10,96,50,6.5,30,"female",10,2,"yes","right","few"
21,64,180,3,95,70,7.5,15,"female",40,10,"no","right","few"
19,61,150,5,91,0,9,27,"female",50,0,"no","right","one"
18,69,160,1,70,1,6.5,8,"female",30,3,"yes","right","thousands"
20,72,156,1,89,26,7,12,"male",40,0,"no","right","few"
19,71,170,0,85,3,7.5,7,"male",100,3,"no","ambidextrous","one"
20,72,200,1,113,56,9,5,"male",20,2,"no","ambidextrous","hundreds"
20,69,143,2,95,0,4.5,3,"male",5,0,"no","right","millions"
20,65,135,2,103,40,9,32,"female",75,4,"no","left","one"
19,67,155,25,90,0,7.5,25,"female",5,0,"no","right","few"
21,67,247,0,80,10,7,11,"female",50,0,"no","right","dozens"
19,71,135,4,100,20,6.5,5,"male",20,5,"no","right","hundreds"
20,67,153,6,104,15,7,7,"male",15,7,"no","right","dozens"
20,67,140,6,110,0,8,2,"male",35,0,"no","right","millions"
18,61,102,8,85,24,8,15,"female",90,0,"no","right","dozens"
19,64,120,3,70,0,5,20,"female",10,1,"no","right","few"
19,64,125,6,90,5,6.5,20,"female",95,3,"no","right","one"
20,64,118,2,80,0,7,15,"female",100,0,"yes","right","dozens"
19,60,118,0,85,61,8,20,"female",20,2,"no","right","hundreds"
20,70,190,3,80,20,5,4,"male",100,0,"no","right","none"
20,66,125,0,0,4,10,15,"female",60,3,"yes","right","few"
19,66,149,1,90,22,7.5,27,"female",55,3,"no","right","few"
15,67,154,2,82,13,6.5,18,"female",15,0,"no","right","hundreds"
19,65,126,5,100,30,7.5,20,"female",10,0,"no","right","thousands"
19,70,160,1,90,31,8,35,"female",30,5,"yes","right","dozens"
19,62,200,0,105,4,8,40,"female",10,0,"no","left","thousands"
18,69,186,1,95,70,7,6,"male",75,8,"no","right","few"
19,70,160,2,110,54,6.5,30,"male",25,0,"no","right","few"
19,71,145,2,90,0,6,4,"male",50,0,"yes","right","hundreds"
24,69,150,3,150,8,7,8,"male",10,3,"no","right","few"
20,73,115,3,90,6,6,7,"male",5,4,"no","right","few"
19,63,108,2,85,0,8,12,"female",50,1,"yes","right","hundreds"
18,71,130,2,85,22,7.5,8,"male",20,0,"no","right","dozens"
20,72,137,3,95,500,6.5,5,"male",60,3,"no","right","dozens"
19,74,225,6,95,30,8,3,"male",10,0,"yes","right","few"
20,70,175,0,91,37,7.5,10,"male",75,0,"yes","right","few"
19,65,120,1,95,8,8,20,"female",50,40,"yes","right","one"
20,64,137,0,70,200,8,33,"female",10,0,"no","right","few"
20,71,132,3,65,15,8,10,"male",65,5,"no","ambidextrous","hundreds"
20,65,135,1,85,10,4,10,"female",75,0,"no","right","one"
19,65,140,1,84,24,7,16,"female",90,10,"no","right","dozens"
18,60,130,0,95,40,7.5,20,"female",25,4,"no","left","millions"
21,62,120,5,106,0,8.5,12,"female",30,0,"no","left","millions"
20,69,175,2,90,40,7.5,4,"male",75,0,"yes","right","few"
19,66,151,1,95,0,7,20,"female",100,5,"no","right","few"
21,62,113,8,90,8,7,12,"female",100,2,"no","right","hundreds"
20,64,130,4,90,0,7,4,"male",50,0,"no","right","few"
20,71,150,0,110,13,6,3,"male",20,2,"no","right","few"
18,75,195,1,85,110,7,8,"male",95,50,"no","right","thousands"
19,71,157,1,90,1000,8.5,3,"male",50,1,"no","right","few"
19,71,180,2,96,13,9,7,"male",70,0,"no","ambidextrous","few"
18,64,118,0,88,150,7.5,18,"female",15,0,"no","right","dozens"
20,66,139,2,85,12,6.5,40,"female",15,5,"no","right","one"
21,68,155,3,100,0,5.5,6,"male",20,0,"no","right","thousands"
18,71,185,0,114,8,9.5,3,"male",20,5,"yes","right","few"
18,64,120,0,97,120,8,19,"female",95,0,"yes","right","dozens"
20,72,165,1,120,40,8,6,"male",15,4,"yes","right","thousands"
22,65,128,3,100,100,9,10,"female",85,0,"no","left","one"
21,66,125,9,120,3,9,15,"female",95,6,"no","right","one"
19,63,93,7,110,0,8,18,"female",15,2,"no","right","thousands"
18,68,130,3,96,8,7,30,"female",50,1,"yes","left","few"
20,77,180,2,87,54,7,8,"male",85,5,"no","right","dozens"
19,76,183,2,105,20,6.5,5,"male",90,3,"no","ambidextrous","few"
20,69,135,3,98,3,6.5,17,"female",90,4,"yes","right","dozens"
20,74,180,2,110,6,7,2,"male",20,0,"yes","right","few"
19,62,147,0,104,27,7.5,25,"female",25,0,"no","ambidextrous","few"
19,62,112,3,82,300,7,30,"female",15,0,"no","right","few"
20,70,150,2,101,19,7,4,"male",10,20,"no","right","millions"
19,74,248,3,80,300,8,26,"male",30,5,"no","right","none"
21,73,180,0,95,30,6,12,"male",20,10,"yes","right","hundreds"
20,63,130,6,100,0,8,12,"female",35,5,"yes","right","few"
18,60,105,1,100,1,7,20,"female",15,2,"no","right","few"
20,72,205,0,102,15,8,8,"male",100,0,"no","right","hundreds"
18,69,142,2,85,5,5.5,12,"female",10,0,"no","right","one"
19,65,160,6,90,14,6.5,16,"female",55,0,"no","left","hundreds"
21,71,185,0,0,26,5.5,8,"male",50,1,"no","right","few"
20,69,160,3,160,9,8,7,"male",80,5,"yes","right","thousands"
20,74,170,0,96,0,8,3,"male",10,0,"no","ambidextrous","one"
21,70,155,0,95,2,7.5,3,"male",35,0,"no","right","few"
19,66,127,2,90,40,8,10,"female",30,0,"no","right","few"
19,64,110,1,80,0,6.5,30,"female",35,1,"no","right","one"
20,64,183,4,92,22,7.5,12,"female",15,2,"no","right","few"
18,63,100,1,88,77,7,45,"female",25,0,"no","right","few"
19,70,140,2,95,0,6,20,"female",10,1,"yes","right","hundreds"
18,66,140,1,84,42,7.5,14,"female",65,1,"yes","right","one"
20,65,139,1,75,15,6.5,12,"female",10,10,"no","right","few"
19,67,170,0,100,2,8,14,"female",40,5,"no","right","few"
20,59,97,0,110,20,5,23,"female",40,2,"yes","right","few"
18,69,163,0,110,5,8,10,"male",25,10,"no","right","thousands"
20,62,120,5,90,0,7.5,27,"female",15,0,"yes","right","few"
22,72,222,1,80,0,6.5,5,"male",50,1,"no","right","thousands"
18,74,210,1,140,50,7,12,"male",10,5,"yes","right","one"
18,69,171,3,92,300,7,12,"male",30,5,"no","right","few"
20,64,200,2,105,50,8,20,"female",25,5,"no","right","one"
19,69,130,3,93,72,7.5,25,"female",70,0,"no","right","thousands"
21,63,145,1,100,2,7.5,10,"female",15,0,"no","right","dozens"
21,72,190,10,105,5,8,8,"male",5,0,"yes","right","thousands"
19,61,105,1,100,200,7,43,"female",25,0,"yes","right","thousands"
19,64,141,5,90,10,8.5,9,"female",80,4,"no","right","hundreds"
19,62,187,0,85,51,8,20,"female",10,0,"no","right","one"
19,69,170,1,90,0,8,3,"male",50,0,"yes","left","one"
18,75,180,0,100,0,8,8,"male",35,30,"no","right","millions"
18,67,130,4,85,80,8,20,"female",50,5,"no","right","hundreds"
20,61,115,6,90,100,8,12,"female",90,1,"no","right","one"
19,61,125,3,80,110,6,14,"female",10,1,"no","right","few"
19,61,107,5,85,2,7.5,15,"female",10,5,"no","right","hundreds"
20,66,140,0,90,32,10,9,"female",80,5,"no","right","one"
19,69,190,0,110,1,7.5,4,"male",60,1,"yes","left","one"
18,64,120,3,98,120,7,32,"female",60,0,"yes","right","hundreds"
18,67,140,0,75,5,8.5,10,"female",100,0,"no","left","thousands"
18,66,135,1,80,35,6.5,16,"female",30,10,"no","right","dozens"
19,68,135,0,92,200,9,7,"male",25,5,"no","right","millions"
21,59,115,0,100,0,5,30,"female",50,4,"no","left","one"
18,63,98,1,85,6,7,31,"female",30,6,"yes","right","dozens"
20,72,204,3,110,40,8,3,"male",5,0,"no","right","hundreds"
20,64,120,4,100,10,8.5,13,"female",50,0,"no","right","thousands"
20,75,156,0,100,60,8,4,"male",20,1,"no","right","thousands"
19,66,125,2,103,0,7,10,"female",30,10,"no","ambidextrous","dozens"
19,74,195,1,115,32,7,7,"male",75,2,"no","right","hundreds"
19,61,140,3,80,22,7,45,"female",20,2,"no","right","few"
19,73,185,7,102,23,7.5,20,"female",85,2,"no","right","hundreds"
18,67,154,9,0,110,7.5,25,"female",10,10,"no","right","few"
20,65,114,0,60,0,5.5,10,"female",25,2,"no","right","one"
20,67,120,1,112,150,8,22,"female",30,5,"yes","right","few"
20,76,185,3,110,0,7,4,"male",100,40,"no","right","few"
20,62,145,2,80,5,5,20,"female",20,10,"no","right","few"
20,69,120,0,110,50,6,7,"male",100,1,"no","right","one"
20,62,125,4,94,10,8,20,"female",20,0,"no","right","few"
19,71,190,2,90,50,7,8,"male",30,3,"no","right","few"
20,72,209,2,96,82,6,18,"male",5,5,"no","right","hundreds"
19,61,106,3,80,35,7.5,20,"female",100,0,"no","ambidextrous","one"
19,64,140,2,95,110,7,25,"female",25,2,"no","right","hundreds"
20,72,135,3,120,50,8,2,"male",100,7,"no","right","one"
18,62,125,1,85,18,8,40,"female",75,0,"yes","right","millions"
22,74,185,1,105,45,9,5,"male",10,0,"yes","right","thousands"
19,69,160,1,100,58,7,6,"male",10,0,"no","left","millions"
19,64,123,0,100,0,8,40,"female",0,0,"yes","left","few"
19,67,130,2,85,12,8,27,"female",10,0,"yes","right","few"
21,69,160,7,92,500,8,43,"female",50,1,"no","right","few"
19,67,135,0,90,32,7,10,"male",50,0,"no","right","thousands"
19,75,165,2,103,0,8,7,"male",20,1,"yes","right","one"
20,65,127,3,100,10,7,9,"female",25,0,"yes","right","thousands"
20,65,120,1,98,15,8,18,"female",80,3,"yes","right","few"
19,65,125,2,85,20,6.5,15,"female",1,2,"yes","right","thousands"
19,64,93,0,70,23,7,14,"female",100,1,"no","right","thousands"
18,72,170,0,89,10,8,15,"female",60,4,"no","right","dozens"
21,64,135,5,100,20,7.5,15,"female",40,5,"no","right","few"
19,70,174,0,85,84,8,4,"male",60,2,"yes","right","few"
19,68,155,3,120,40,6.5,4,"male",10,0,"yes","right","millions"
20,65,158,6,45,24,5,30,"female",20,1,"no","right","one"
18,63,145,16,92,1,6,10,"female",10,4,"yes","right","few"
19,68,140,7,90,40,7.5,40,"female",25,3,"yes","right","few"
21,69,160,4,105,63,7.5,22,"male",50,25,"yes","right","few"
22,66,170,1,80,36,6,12,"female",90,1,"no","right","few"
20,60,96,2,83,2,5.5,6,"female",90,0,"no","right","one"
18,62,127,0,92,60,7.5,17,"female",45,0,"no","right","few"
18,65,125,4,86,110,8,29,"female",20,1,"yes","right","few"
19,63,112,1,90,62,6,26,"female",100,10,"yes","right","dozens"
19,65,153,0,87,0,8.5,30,"female",5,0,"yes","right","few"
20,60,112,0,19,24,14,29,"female",55,80,"no","right","few"
19,68,145,0,97,150,4.5,14,"female",95,0,"no","ambidextrous","one"
20,73,155,6,105,10,7,6,"male",75,2,"no","right","dozens"
31,64,200,5,100,4,5,30,"female",50,0,"no","right","thousands"
18,74,195,5,80,50,8,5,"male",75,0,"yes","left","dozens"
19,70,206,6,110,0,6,10,"male",15,3,"no","right","few"
19,65,115,1,100,40,6,25,"female",20,0,"no","right","thousands"
19,69,155,4,90,60,8.5,6,"male",95,5,"no","right","few"
19,71,210,4,105,46,8,4,"male",15,0,"no","right","dozens"
20,63,98,1,100,20,7,10,"female",5,3,"no","right","few"
20,76,195,2,120,40,7,15,"male",100,0,"yes","right","one"
19,69,155,3,45,0,7.5,6,"male",25,3,"no","right","dozens"
19,70,185,2,95,6,7.5,9,"male",50,2,"yes","right","one"
19,65,150,2,97,150,7,10,"male",15,0,"no","right","thousands"
21,63,115,3,100,15,6.5,11,"female",80,3,"no","right","one"
19,65,140,0,95,50,8,15,"female",50,0,"no","right","one"
19,68,225,0,135,0,6,4,"male",25,5,"no","right","few"
22,64,130,3,80,6,8,15,"female",15,1,"no","right","thousands"
18,63,144,3,80,1,7.5,10,"female",50,10,"no","right","few"
20,72,154,0,105,80,8.5,9,"male",25,0,"yes","right","hundreds"
21,68,132,6,0,200,6.5,12,"male",15,3,"no","right","one"
18,69,170,1,100,55,8,5,"male",15,0,"yes","right","millions"
18,74,170,15,113,500,7,6,"male",10,5,"yes","right","few"
20,67,115,0,90,10,8,13,"female",50,0,"no","right","hundreds"
20,70,150,2,90,31,7,6,"male",85,2,"yes","left","hundreds"
18,72,167,3,91,0,8,6,"male",25,5,"no","right","hundreds"
20,66,142,0,164,4,7.5,11,"male",20,7,"yes","left","one"
18,71,151,2,90,100,6,20,"female",95,2,"no","right","few"
18,64,111,0,70,0,7,30,"female",10,0,"no","right","hundreds"
19,69,135,7,80,0,7,13,"female",40,5,"no","right","one"
22,72,200,3,120,0,7,10,"male",95,0,"yes","right","few"
21,67,230,0,90,50,7,7,"male",30,3,"no","right","one"
19,68,168,1,94,20,7.5,8,"female",40,2,"no","right","dozens"
18,60,115,3,92,100,7,15,"female",20,0,"no","right","thousands"
20,71,193,0,130,60,8.5,3,"male",10,0,"no","right","few"
18,67,118,3,65,25,8,15,"female",50,0,"yes","right","few"
22,67,147,4,110,120,8,35,"female",45,1,"yes","right","few"
22,66,115,6,75,40,7.5,10,"female",10,0,"no","right","thousands"
22,72,165,1,85,25,7,4,"male",50,0,"no","ambidextrous","one"
20,68,125,2,100,27,6.5,25,"female",50,2,"yes","right","few"
19,71,153,1,95,30,8,12,"male",100,1,"no","right","few"
18,67,153,0,105,7,7.5,20,"female",80,10,"no","right","few"
19,68,150,0,90,150,5.5,33,"female",5,5,"no","right","few"
19,69,170,6,122,26,8,6,"male",30,1,"yes","ambidextrous","few"
19,70,127,1,110,8,7,10,"male",80,1,"no","right","few"
21,67,165,3,176,0,8,10,"male",25,0,"no","right","one"
18,72,185,2,100,40,5,6,"male",10,30,"yes","right","thousands"
19,69,138,1,105,27,4.5,5,"male",75,10,"no","left","few"
20,69,130,2,94,0,6.5,30,"female",50,0,"yes","right","few"
19,70,160,1,108,20,6.5,4,"male",50,10,"no","right","few"
19,66,130,2,98,50,7,25,"female",10,2,"no","right","few"
